datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2019-12-06,Olympia,00:00,23:59,768.0,776.0,1544.0,-3.8,9.7,0.4,54,7.8,
2019-12-07,Olympia,00:00,23:59,503.0,428.0,931.0,6.4,10.2,0.0,95,1.5,
2019-12-08,Olympia,00:00,23:59,476.0,574.0,1050.0,3.8,12.1,0.0,96,6.8,
2019-12-09,Olympia,00:00,23:59,793.0,840.0,1633.0,4.1,11.1,3.4,89,2.6,
2019-12-10,Olympia,00:00,23:59,857.0,851.0,1708.0,-1.0,4.2,0.0,53,2.2,
2019-12-11,Olympia,00:00,23:59,793.0,842.0,1635.0,-3.8,3.5,2.4,80,3.4,
2019-12-12,Olympia,00:00,23:59,645.0,690.0,1335.0,-0.2,3.6,0.9,63,0.0,
2019-12-13,Olympia,00:00,23:59,554.0,562.0,1116.0,-1.2,6.3,1.5,76,1.6,
2019-12-14,Olympia,00:00,23:59,277.0,272.0,549.0,1.8,9.8,1.6,84,2.2,
2019-12-15,Olympia,00:00,23:59,515.0,524.0,1039.0,6.1,15.4,0.0,96,4.2,
2019-12-16,Olympia,00:00,23:59,830.0,886.0,1716.0,2.3,8.6,0.0,98,1.7,
2019-12-17,Olympia,00:00,23:59,889.0,901.0,1790.0,2.1,15.7,0.0,93,4.1,
2019-12-18,Olympia,00:00,23:59,884.0,929.0,1813.0,6.3,15.1,0.0,93,4.1,
2019-12-19,Olympia,00:00,23:59,831.0,867.0,1698.0,2.8,11.3,0.0,93,4.1,
2019-12-20,Olympia,00:00,23:59,776.0,794.0,1570.0,3.2,16.1,7.9,66,3.5,
2019-12-21,Olympia,00:00,23:59,240.0,220.0,460.0,2.5,6.7,2.4,71,0.0,
2019-12-22,Olympia,00:00,23:59,276.0,283.0,559.0,1.6,8.6,0.2,99,0.0,
2019-12-23,Olympia,00:00,23:59,226.0,236.0,462.0,4.7,6.6,2.5,98,0.0,
2019-12-24,Olympia,00:00,23:59,120.0,110.0,230.0,3.7,7.0,7.4,83,2.5,
2019-12-25,Olympia,00:00,23:59,74.0,62.0,136.0,3.1,7.5,8.3,98,0.1,
2019-12-26,Olympia,00:00,23:59,307.0,257.0,564.0,1.0,5.8,1.5,81,4.8,
2019-12-27,Olympia,00:00,23:59,142.0,146.0,288.0,1.7,4.9,4.9,98,0.0,
2019-12-28,Olympia,00:00,23:59,253.0,282.0,535.0,-2.1,2.0,0.0,69,3.2,
2019-12-29,Olympia,00:00,23:59,301.0,283.0,584.0,-4.8,2.5,0.0,26,7.9,
2019-12-30,Olympia,00:00,23:59,322.0,329.0,651.0,-4.4,6.0,0.0,9,8.0,
2019-12-31,Olympia,00:00,23:59,413.0,392.0,805.0,-0.5,8.6,0.0,60,6.8,
2020-01-01,Arnulf,00:00,23:59,201.0,27.0,228.0,-2.6,4.9,0.0,21,7.6,
2020-01-02,Arnulf,00:00,23:59,632.0,76.0,708.0,-4.6,4.1,0.0,30,7.8,
2020-01-03,Arnulf,00:00,23:59,626.0,44.0,670.0,-4.2,8.4,1.9,85,4.2,
2020-01-04,Arnulf,00:00,23:59,283.0,25.0,308.0,2.8,7.0,0.8,96,0.0,
2020-01-05,Arnulf,00:00,23:59,277.0,38.0,315.0,-1.3,4.7,0.0,74,0.4,
2020-01-06,Arnulf,00:00,23:59,366.0,36.0,402.0,-2.5,6.0,0.0,5,8.2,
2020-01-07,Arnulf,00:00,23:59,967.0,93.0,1060.0,-2.1,4.6,1.6,75,0.1,
2020-01-08,Arnulf,00:00,23:59,1000.0,76.0,1076.0,-1.3,7.2,0.0,74,0.2,
2020-01-09,Arnulf,00:00,23:59,1209.0,101.0,1310.0,3.6,14.5,0.0,96,7.6,
2020-01-10,Arnulf,00:00,23:59,1211.0,90.0,1301.0,2.3,11.2,0.9,55,5.6,
2020-01-11,Arnulf,00:00,23:59,475.0,28.0,503.0,0.0,5.4,0.0,85,0.3,
2020-01-12,Arnulf,00:00,23:59,430.0,39.0,469.0,-3.2,5.1,0.0,56,7.5,
2020-01-13,Arnulf,00:00,23:59,1203.0,89.0,1292.0,-0.6,7.2,0.0,75,2.9,
2020-01-14,Arnulf,00:00,23:59,1299.0,91.0,1390.0,-1.1,12.8,0.0,74,7.5,
2020-01-15,Arnulf,00:00,23:59,1268.0,91.0,1359.0,-0.7,12.8,0.0,39,8.4,
2020-01-16,Arnulf,00:00,23:59,1255.0,108.0,1363.0,0.2,12.4,0.0,63,6.5,
2020-01-17,Arnulf,00:00,23:59,1187.0,99.0,1286.0,-1.2,12.2,4.9,50,6.6,
2020-01-18,Arnulf,00:00,23:59,320.0,27.0,347.0,0.5,6.2,2.9,93,0.0,
2020-01-19,Arnulf,00:00,23:59,232.0,29.0,261.0,-0.8,1.6,1.9,78,0.3,
2020-01-20,Arnulf,00:00,23:59,921.0,54.0,975.0,-1.4,1.6,0.0,79,0.0,
2020-01-21,Arnulf,00:00,23:59,1089.0,87.0,1176.0,-2.9,1.4,0.0,66,7.6,
2020-01-22,Arnulf,00:00,23:59,985.0,91.0,1076.0,-4.0,0.6,0.0,91,2.7,
2020-01-23,Arnulf,00:00,23:59,1000.0,67.0,1067.0,-3.9,0.0,0.0,99,0.0,
2020-01-24,Arnulf,00:00,23:59,971.0,62.0,1033.0,-3.2,8.7,0.0,44,7.9,
2020-01-25,Arnulf,00:00,23:59,472.0,36.0,508.0,-1.5,7.5,0.0,98,2.7,
2020-01-26,Arnulf,00:00,23:59,400.0,44.0,444.0,0.6,8.3,1.4,99,2.1,
2020-01-27,Arnulf,00:00,23:59,1140.0,109.0,1249.0,2.6,10.8,0.2,96,5.4,
2020-01-28,Arnulf,00:00,23:59,950.0,86.0,1036.0,1.6,6.8,2.2,88,1.7,
2020-01-29,Arnulf,00:00,23:59,908.0,79.0,987.0,1.1,4.7,2.2,95,1.8,
2020-01-30,Arnulf,00:00,23:59,1125.0,88.0,1213.0,2.2,10.5,2.2,86,7.2,
2020-01-31,Arnulf,00:00,23:59,1004.0,137.0,1141.0,8.7,14.2,0.0,78,2.1,
2020-02-01,Arnulf,00:00,23:59,537.0,29.0,566.0,5.7,16.4,10.0,75,6.1,
2020-02-02,Arnulf,00:00,23:59,260.0,24.0,284.0,7.3,13.2,31.2,98,0.1,
2020-02-03,Arnulf,00:00,23:59,454.0,41.0,495.0,5.9,11.1,34.8,94,0.0,
2020-02-04,Arnulf,00:00,23:59,650.0,61.0,711.0,0.9,14.0,2.0,94,1.2,
2020-02-05,Arnulf,00:00,23:59,930.0,88.0,1018.0,-1.0,2.6,0.0,78,0.6,
2020-02-06,Arnulf,00:00,23:59,1087.0,90.0,1177.0,-2.5,6.7,0.0,36,9.4,
2020-02-07,Arnulf,00:00,23:59,977.0,84.0,1061.0,-3.6,4.7,0.0,9,9.4,
2020-02-08,Arnulf,00:00,23:59,533.0,53.0,586.0,-3.6,10.1,0.0,40,7.8,
2020-02-09,Arnulf,00:00,23:59,450.0,44.0,494.0,-0.6,14.2,0.0,53,8.7,
2020-02-10,Arnulf,00:00,23:59,363.0,53.0,416.0,6.4,15.9,10.3,84,1.9,
2020-02-11,Arnulf,00:00,23:59,693.0,79.0,772.0,1.6,9.6,2.0,88,1.4,
2020-02-12,Arnulf,00:00,23:59,833.0,82.0,915.0,1.8,4.9,0.8,84,0.6,
2020-02-13,Arnulf,00:00,23:59,970.0,107.0,1077.0,1.1,9.8,4.5,94,3.6,
2020-02-14,Arnulf,00:00,23:59,816.0,74.0,890.0,4.7,8.0,0.0,94,0.4,
2020-02-15,Arnulf,00:00,23:59,558.0,38.0,596.0,0.6,12.1,0.0,88,7.4,
2020-02-16,Arnulf,00:00,23:59,536.0,37.0,573.0,6.1,17.2,0.0,99,2.0,
2020-02-17,Arnulf,00:00,23:59,1189.0,99.0,1288.0,7.2,14.9,0.7,98,3.5,
2020-02-18,Arnulf,00:00,23:59,1168.0,95.0,1263.0,4.7,9.1,0.0,70,3.6,
2020-02-19,Arnulf,00:00,23:59,996.0,98.0,1094.0,2.4,6.8,0.4,88,1.2,
2020-02-20,Arnulf,00:00,23:59,1191.0,86.0,1277.0,1.6,11.0,0.6,66,3.9,
2020-02-21,Arnulf,00:00,23:59,1033.0,97.0,1130.0,2.8,8.9,0.0,66,9.3,
2020-02-22,Arnulf,00:00,23:59,624.0,48.0,672.0,2.6,16.9,0.6,73,8.7,
2020-02-23,Arnulf,00:00,23:59,299.0,29.0,328.0,6.7,16.0,10.5,98,0.1,
2020-02-24,Arnulf,00:00,23:59,631.0,56.0,687.0,2.4,11.6,1.5,65,2.6,
2020-02-25,Arnulf,00:00,23:59,827.0,75.0,902.0,6.1,11.6,0.2,73,0.2,
2020-02-26,Arnulf,00:00,23:59,795.0,74.0,869.0,-0.8,6.1,2.3,86,4.5,
2020-02-27,Arnulf,00:00,23:59,698.0,69.0,767.0,0.5,6.3,6.7,91,1.4,
2020-02-28,Arnulf,00:00,23:59,721.0,69.0,790.0,-0.4,5.6,0.0,80,5.3,
2020-02-29,Arnulf,00:00,23:59,455.0,34.0,489.0,3.4,16.2,2.5,98,2.1,
2020-03-01,Arnulf,00:00,23:59,524.0,35.0,559.0,2.8,13.4,3.5,75,5.5,
2020-03-02,Arnulf,00:00,23:59,1197.0,108.0,1305.0,2.8,9.4,2.1,78,5.0,
2020-03-03,Arnulf,00:00,23:59,832.0,83.0,915.0,1.7,6.0,1.3,94,0.1,
2020-03-04,Arnulf,00:00,23:59,1155.0,88.0,1243.0,0.6,7.0,0.0,75,2.3,
2020-03-05,Arnulf,00:00,23:59,962.0,86.0,1048.0,0.6,9.4,5.5,84,0.2,
2020-03-06,Arnulf,00:00,23:59,917.0,79.0,996.0,3.5,8.2,0.2,99,2.7,
2020-03-07,Arnulf,00:00,23:59,388.0,30.0,418.0,2.1,6.1,0.3,95,0.6,
2020-03-08,Arnulf,00:00,23:59,522.0,52.0,574.0,0.7,11.0,0.5,39,9.8,
2020-03-09,Arnulf,00:00,23:59,886.0,76.0,962.0,3.6,9.2,1.3,95,1.5,
2020-03-10,Arnulf,00:00,23:59,796.0,72.0,868.0,3.0,10.2,14.7,85,0.1,
2020-03-11,Arnulf,00:00,23:59,1182.0,94.0,1276.0,10.1,16.4,0.0,88,4.2,
2020-03-12,Arnulf,00:00,23:59,1260.0,90.0,1350.0,7.3,17.3,2.2,74,4.2,
2020-03-13,Arnulf,00:00,23:59,831.0,56.0,887.0,4.0,11.7,1.6,66,5.9,
2020-03-14,Arnulf,00:00,23:59,545.0,33.0,578.0,1.0,10.2,0.0,89,5.7,
2020-03-15,Arnulf,00:00,23:59,584.0,34.0,618.0,1.0,14.5,0.0,16,11.5,
2020-03-16,Arnulf,00:00,23:59,1193.0,66.0,1259.0,1.4,17.8,0.0,40,11.5,
2020-03-17,Arnulf,00:00,23:59,994.0,57.0,1051.0,7.1,14.1,0.0,95,1.0,
2020-03-18,Arnulf,00:00,23:59,827.0,36.0,863.0,4.9,17.8,0.0,19,11.4,
2020-03-19,Arnulf,00:00,23:59,867.0,30.0,897.0,5.0,18.8,0.0,0,11.4,
2020-03-20,Arnulf,00:00,23:59,789.0,42.0,831.0,5.5,19.4,16.5,46,9.8,
2020-03-21,Arnulf,00:00,23:59,100.0,3.0,103.0,0.3,8.9,10.6,95,0.0,
2020-03-22,Arnulf,00:00,23:59,155.0,7.0,162.0,-2.3,5.5,0.0,44,9.1,
2020-03-23,Arnulf,00:00,23:59,546.0,26.0,572.0,-4.3,4.0,0.0,0,12.1,
2020-03-24,Arnulf,00:00,23:59,544.0,49.0,593.0,-3.8,5.1,0.0,0,11.9,
2020-03-25,Arnulf,00:00,23:59,516.0,30.0,546.0,-2.9,5.9,0.0,6,11.5,
2020-03-26,Arnulf,00:00,23:59,542.0,40.0,582.0,-2.2,7.5,0.0,61,3.6,
2020-03-27,Arnulf,00:00,23:59,665.0,36.0,701.0,0.6,17.2,0.0,48,11.4,
2020-03-28,Arnulf,00:00,23:59,474.0,17.0,491.0,1.9,16.0,0.0,16,11.7,
2020-03-29,Arnulf,00:00,23:59,174.0,8.0,182.0,1.8,8.6,0.7,91,0.3,
2020-03-30,Arnulf,00:00,23:59,473.0,23.0,496.0,-1.6,5.1,0.0,66,2.8,
2020-03-31,Arnulf,00:00,23:59,570.0,33.0,603.0,-3.4,6.9,0.0,29,6.3,
2020-04-01,Arnulf,00:00,23:59,652.0,44.0,696.0,-3.4,9.7,0.0,0,12.5,
2020-04-02,Arnulf,00:00,23:59,753.0,51.0,804.0,-1.5,13.7,0.0,0,12.5,
2020-04-03,Arnulf,00:00,23:59,712.0,33.0,745.0,2.5,13.3,0.0,31,11.1,
2020-04-04,Arnulf,00:00,23:59,480.0,16.0,496.0,3.2,15.2,0.0,28,11.4,
2020-04-05,Arnulf,00:00,23:59,506.0,13.0,519.0,3.2,17.2,0.0,0,12.7,
2020-04-06,Arnulf,00:00,23:59,896.0,53.0,949.0,3.0,21.4,0.0,0,12.7,
2020-04-07,Arnulf,00:00,23:59,934.0,57.0,991.0,5.9,21.5,0.0,0,12.7,
2020-04-08,Arnulf,00:00,23:59,1015.0,53.0,1068.0,5.6,22.3,0.0,3,12.7,
2020-04-09,Arnulf,00:00,23:59,988.0,63.0,1051.0,8.0,21.5,0.0,13,10.5,
2020-04-10,Arnulf,00:00,23:59,683.0,30.0,713.0,6.3,22.0,0.0,3,12.6,
2020-04-11,Arnulf,00:00,23:59,824.0,22.0,846.0,7.9,21.0,0.0,25,11.8,
2020-04-12,Arnulf,00:00,23:59,696.0,30.0,726.0,8.2,22.9,0.0,38,10.3,
2020-04-13,Arnulf,00:00,23:59,550.0,17.0,567.0,4.4,21.8,0.0,75,9.5,
2020-04-14,Arnulf,00:00,23:59,775.0,59.0,834.0,1.8,8.8,0.0,49,9.2,
2020-04-15,Arnulf,00:00,23:59,967.0,64.0,1031.0,1.0,17.8,0.0,70,13.1,
2020-04-16,Arnulf,00:00,23:59,1065.0,55.0,1120.0,3.5,22.3,0.0,55,13.0,
2020-04-17,Arnulf,00:00,23:59,1112.0,52.0,1164.0,9.2,24.5,0.0,61,11.4,
2020-04-18,Arnulf,00:00,23:59,898.0,28.0,926.0,10.5,25.2,2.4,85,8.9,
2020-04-19,Arnulf,00:00,23:59,701.0,18.0,719.0,10.2,21.2,0.0,68,9.2,
2020-04-20,Arnulf,00:00,23:59,965.0,54.0,1019.0,7.8,18.4,0.0,78,5.8,
2020-04-21,Arnulf,00:00,23:59,1042.0,46.0,1088.0,7.7,19.4,0.0,58,12.6,
2020-04-22,Arnulf,00:00,23:59,1143.0,50.0,1193.0,6.1,21.0,0.0,0,13.8,
2020-04-23,Arnulf,00:00,23:59,1234.0,56.0,1290.0,5.6,21.2,0.0,0,13.7,
2020-04-24,Arnulf,00:00,23:59,1093.0,49.0,1142.0,6.9,21.9,0.0,74,10.1,
2020-04-25,Arnulf,00:00,23:59,927.0,25.0,952.0,9.7,20.0,0.0,31,13.2,
2020-04-26,Arnulf,00:00,23:59,905.0,26.0,931.0,4.7,20.5,0.3,15,13.7,
2020-04-27,Arnulf,00:00,23:59,1149.0,67.0,1216.0,10.2,20.2,0.0,85,5.3,
2020-04-28,Arnulf,00:00,23:59,1025.0,55.0,1080.0,9.0,21.5,18.2,85,8.4,
2020-04-29,Arnulf,00:00,23:59,566.0,29.0,595.0,8.8,13.7,5.7,83,1.4,
2020-04-30,Arnulf,00:00,23:59,1029.0,44.0,1073.0,8.0,17.7,5.7,94,2.6,
2020-05-01,Arnulf,00:00,23:59,340.0,7.0,347.0,8.0,15.9,8.3,85,2.9,
2020-05-02,Arnulf,00:00,23:59,408.0,14.0,422.0,5.1,12.4,6.6,83,2.2,
2020-05-03,Arnulf,00:00,23:59,689.0,20.0,709.0,5.1,15.4,0.0,81,7.7,
2020-05-04,Arnulf,00:00,23:59,1023.0,54.0,1077.0,9.6,17.3,2.2,98,2.8,
2020-05-05,Arnulf,00:00,23:59,1057.0,56.0,1113.0,6.0,13.1,0.0,81,1.6,
2020-05-06,Arnulf,00:00,23:59,1352.0,61.0,1413.0,2.6,14.6,0.0,31,12.3,
2020-05-07,Arnulf,00:00,23:59,1578.0,70.0,1648.0,4.1,20.4,0.0,14,14.3,
2020-05-08,Arnulf,00:00,23:59,1455.0,65.0,1520.0,7.2,25.3,0.0,63,11.0,
2020-05-09,Arnulf,00:00,23:59,1002.0,35.0,1037.0,12.1,26.4,0.6,86,9.0,
2020-05-10,Arnulf,00:00,23:59,518.0,25.0,543.0,13.9,22.2,4.1,80,5.3,
2020-05-11,Arnulf,00:00,23:59,938.0,65.0,1003.0,1.6,19.8,15.3,95,1.1,
2020-05-12,Arnulf,00:00,23:59,1111.0,54.0,1165.0,1.9,12.5,1.0,89,7.9,
2020-05-13,Arnulf,00:00,23:59,765.0,34.0,799.0,5.9,9.0,5.5,100,0.1,
2020-05-14,Arnulf,00:00,23:59,815.0,45.0,860.0,6.4,12.4,7.3,98,0.1,
2020-05-15,Arnulf,00:00,23:59,698.0,30.0,728.0,4.0,10.6,0.8,79,0.3,
2020-05-16,Arnulf,00:00,23:59,1126.0,33.0,1159.0,2.7,17.7,0.0,68,12.6,
2020-05-17,Arnulf,00:00,23:59,1048.0,23.0,1071.0,5.7,21.2,0.0,4,14.3,
2020-05-18,Arnulf,00:00,23:59,1815.0,74.0,1889.0,6.6,23.6,0.0,0,14.8,
2020-05-19,Arnulf,00:00,23:59,1888.0,84.0,1972.0,9.2,24.4,0.0,26,12.9,
2020-05-20,Arnulf,00:00,23:59,1704.0,78.0,1782.0,11.1,20.9,0.0,76,3.9,
2020-05-21,Arnulf,00:00,23:59,1119.0,32.0,1151.0,10.9,23.1,0.0,43,10.5,
2020-05-22,Arnulf,00:00,23:59,1613.0,73.0,1686.0,12.1,25.5,0.0,83,9.1,
2020-05-23,Arnulf,00:00,23:59,484.0,20.0,504.0,8.3,23.2,9.8,98,1.4,
2020-05-24,Arnulf,00:00,23:59,818.0,19.0,837.0,7.7,17.5,0.1,79,7.1,
2020-05-25,Arnulf,00:00,23:59,1193.0,60.0,1253.0,9.8,17.7,3.3,83,4.3,
2020-05-26,Arnulf,00:00,23:59,1641.0,64.0,1705.0,7.0,17.7,0.0,48,7.1,
2020-05-27,Arnulf,00:00,23:59,1921.0,75.0,1996.0,6.4,20.2,0.0,35,14.6,
2020-05-28,Arnulf,00:00,23:59,1384.0,66.0,1450.0,9.2,17.4,0.4,91,3.1,
2020-05-29,Arnulf,00:00,23:59,1616.0,64.0,1680.0,7.0,17.2,0.0,78,3.9,
2020-05-30,Arnulf,00:00,23:59,1067.0,34.0,1101.0,6.6,17.5,0.0,66,5.8,
2020-05-31,Arnulf,00:00,23:59,890.0,33.0,923.0,6.8,18.2,0.0,98,8.5,
2020-06-01,Arnulf,00:00,23:59,1079.0,20.0,1099.0,8.3,22.5,0.0,16,14.5,
2020-06-02,Arnulf,00:00,23:59,1968.0,72.0,2040.0,9.3,24.1,0.0,16,14.7,
2020-06-03,Arnulf,00:00,23:59,1996.0,71.0,2067.0,12.4,26.2,0.0,93,13.4,
2020-06-04,Arnulf,00:00,23:59,1055.0,59.0,1114.0,12.1,19.4,4.3,100,0.1,
2020-06-05,Arnulf,00:00,23:59,1019.0,47.0,1066.0,11.1,16.7,1.3,94,2.2,
2020-06-06,Arnulf,00:00,23:59,829.0,31.0,860.0,13.3,20.2,16.2,98,0.3,
2020-06-07,Arnulf,00:00,23:59,201.0,11.0,212.0,8.6,13.6,11.0,95,0.2,
2020-06-08,Arnulf,00:00,23:59,1296.0,64.0,1360.0,9.0,18.3,11.8,99,4.0,
2020-06-09,Arnulf,00:00,23:59,762.0,48.0,810.0,10.9,15.0,2.1,96,0.0,
2020-06-10,Arnulf,00:00,23:59,987.0,37.0,1024.0,11.8,14.8,10.2,96,0.0,
2020-06-11,Arnulf,00:00,23:59,786.0,27.0,813.0,11.3,19.9,0.1,73,4.9,
2020-06-12,Arnulf,00:00,23:59,1811.0,63.0,1874.0,10.0,27.1,0.0,8,15.7,
2020-06-13,Arnulf,00:00,23:59,1307.0,35.0,1342.0,13.4,26.7,23.7,18,15.3,
2020-06-14,Arnulf,00:00,23:59,234.0,16.0,250.0,12.7,15.1,23.3,96,0.0,
2020-06-15,Arnulf,00:00,23:59,553.0,44.0,597.0,12.7,14.7,27.2,96,0.0,
2020-06-16,Arnulf,00:00,23:59,946.0,53.0,999.0,12.9,19.7,1.2,98,3.1,
2020-06-17,Arnulf,00:00,23:59,1284.0,62.0,1346.0,13.0,24.0,10.9,99,1.9,
2020-06-18,Arnulf,00:00,23:59,1785.0,79.0,1864.0,11.8,22.9,0.0,60,11.1,
2020-06-19,Arnulf,00:00,23:59,809.0,42.0,851.0,12.5,15.1,11.7,96,0.1,
2020-06-20,Arnulf,00:00,23:59,729.0,27.0,756.0,12.1,19.7,21.0,98,1.7,
2020-06-21,Arnulf,00:00,23:59,774.0,34.0,808.0,12.4,21.8,0.0,80,6.0,
2020-06-22,Arnulf,00:00,23:59,1655.0,94.0,1749.0,14.4,23.8,0.0,81,5.3,
2020-06-23,Arnulf,00:00,23:59,2180.0,83.0,2263.0,14.1,25.3,0.0,23,12.9,
2020-06-24,Arnulf,00:00,23:59,2269.0,86.0,2355.0,12.1,24.8,0.0,21,15.3,
2020-06-25,Arnulf,00:00,23:59,2108.0,94.0,2202.0,13.5,23.6,0.1,56,7.7,
2020-06-26,Arnulf,00:00,23:59,1843.0,74.0,1917.0,12.2,27.6,0.1,44,11.7,
2020-06-27,Arnulf,00:00,23:59,1304.0,62.0,1366.0,17.4,29.2,0.0,70,11.7,
2020-06-28,Arnulf,00:00,23:59,903.0,39.0,942.0,16.8,27.9,20.3,71,10.1,
2020-06-29,Arnulf,00:00,23:59,880.0,48.0,928.0,14.6,21.9,10.7,78,4.3,
2020-06-30,Arnulf,00:00,23:59,2205.0,86.0,2291.0,13.6,26.2,0.0,29,14.9,
2020-07-01,Arnulf,00:00,23:59,2143.0,98.0,2241.0,14.2,29.8,3.1,53,12.1,
2020-07-02,Arnulf,00:00,23:59,1394.0,73.0,1467.0,14.5,25.2,10.1,91,3.6,
2020-07-03,Arnulf,00:00,23:59,1661.0,65.0,1726.0,14.6,21.8,0.0,74,3.4,
2020-07-04,Arnulf,00:00,23:59,1536.0,40.0,1576.0,13.1,25.6,0.0,30,14.1,
2020-07-05,Arnulf,00:00,23:59,1060.0,36.0,1096.0,16.5,28.2,0.0,25,11.5,
2020-07-06,Arnulf,00:00,23:59,1704.0,76.0,1780.0,12.9,23.4,0.0,61,8.3,
2020-07-07,Arnulf,00:00,23:59,2096.0,108.0,2204.0,11.1,21.5,0.0,21,12.8,
2020-07-08,Arnulf,00:00,23:59,2203.0,101.0,2304.0,12.1,26.7,0.0,51,12.1,
2020-07-09,Arnulf,00:00,23:59,2232.0,101.0,2333.0,15.1,29.5,0.0,44,13.5,
2020-07-10,Arnulf,00:00,23:59,1591.0,75.0,1666.0,16.2,31.0,36.7,41,10.7,
2020-07-11,Arnulf,00:00,23:59,665.0,30.0,695.0,13.1,19.8,7.5,84,2.0,
2020-07-12,Arnulf,00:00,23:59,1118.0,43.0,1161.0,11.0,22.4,0.0,6,14.1,
2020-07-13,Arnulf,00:00,23:59,1964.0,92.0,2056.0,10.6,23.4,0.0,75,14.9,
2020-07-14,Arnulf,00:00,23:59,2218.0,98.0,2316.0,10.9,24.8,0.2,66,14.1,
2020-07-15,Arnulf,00:00,23:59,1473.0,72.0,1545.0,14.3,21.4,2.6,99,3.1,
2020-07-16,Arnulf,00:00,23:59,1051.0,63.0,1114.0,12.9,17.5,20.9,96,0.0,
2020-07-17,Arnulf,00:00,23:59,1463.0,67.0,1530.0,12.6,21.2,0.0,83,5.8,
2020-07-18,Arnulf,00:00,23:59,1420.0,57.0,1477.0,11.6,20.6,0.0,75,2.4,
2020-07-19,Arnulf,00:00,23:59,1225.0,51.0,1276.0,12.2,25.6,0.0,56,11.7,
2020-07-20,Arnulf,00:00,23:59,2044.0,92.0,2136.0,13.4,28.0,0.0,41,13.8,
2020-07-21,Arnulf,00:00,23:59,2005.0,117.0,2122.0,10.5,27.8,0.0,70,11.0,
2020-07-22,Arnulf,00:00,23:59,2209.0,94.0,2303.0,14.7,26.9,0.0,60,8.8,
2020-07-23,Arnulf,00:00,23:59,2212.0,100.0,2312.0,16.3,26.7,0.0,61,8.9,
2020-07-24,Arnulf,00:00,23:59,1769.0,84.0,1853.0,16.0,25.2,0.0,96,6.7,
2020-07-25,Arnulf,00:00,23:59,1519.0,74.0,1593.0,17.5,26.6,0.0,73,6.7,
2020-07-26,Arnulf,00:00,23:59,685.0,34.0,719.0,16.2,25.0,4.3,94,3.0,
2020-07-27,Arnulf,00:00,23:59,2046.0,108.0,2154.0,13.7,29.4,0.0,16,14.6,
2020-07-28,Arnulf,00:00,23:59,1879.0,86.0,1965.0,18.7,32.0,2.6,50,9.5,
2020-07-29,Arnulf,00:00,23:59,2288.0,103.0,2391.0,16.1,27.0,0.0,44,11.5,
2020-07-30,Arnulf,00:00,23:59,2235.0,93.0,2328.0,15.6,30.6,0.0,0,14.5,
2020-07-31,Arnulf,00:00,23:59,1946.0,97.0,2043.0,16.8,32.7,0.0,0,14.4,
2020-08-01,Arnulf,00:00,23:59,1369.0,76.0,1445.0,18.3,34.2,2.3,36,12.1,
2020-08-02,Arnulf,00:00,23:59,527.0,45.0,572.0,16.7,22.7,23.5,99,0.9,
2020-08-03,Arnulf,00:00,23:59,712.0,56.0,768.0,13.2,18.7,40.7,96,0.0,
2020-08-04,Arnulf,00:00,23:59,696.0,43.0,739.0,12.6,14.6,10.3,96,0.0,
2020-08-05,Arnulf,00:00,23:59,2064.0,87.0,2151.0,10.0,21.9,0.0,28,11.6,
2020-08-06,Arnulf,00:00,23:59,2153.0,96.0,2249.0,12.6,25.8,0.0,4,14.1,
2020-08-07,Arnulf,00:00,23:59,1915.0,115.0,2030.0,15.5,29.0,0.0,0,14.0,
2020-08-08,Arnulf,00:00,23:59,1546.0,102.0,1648.0,15.3,30.2,0.0,4,13.6,
2020-08-09,Arnulf,00:00,23:59,1200.0,81.0,1281.0,16.0,30.4,0.0,1,13.7,
2020-08-10,Arnulf,00:00,23:59,1799.0,104.0,1903.0,15.1,31.4,0.0,30,13.7,
2020-08-11,Arnulf,00:00,23:59,1895.0,100.0,1995.0,19.3,30.5,0.0,53,11.0,
2020-08-12,Arnulf,00:00,23:59,1961.0,107.0,2068.0,18.0,29.9,0.0,55,11.9,
2020-08-13,Arnulf,00:00,23:59,1766.0,103.0,1869.0,18.3,27.7,0.0,93,6.2,
2020-08-14,Arnulf,00:00,23:59,1436.0,78.0,1514.0,18.0,25.8,1.3,88,6.7,
2020-08-15,Arnulf,00:00,23:59,1312.0,74.0,1386.0,17.8,27.4,0.0,69,5.3,
2020-08-16,Arnulf,00:00,23:59,1232.0,51.0,1283.0,15.8,28.1,0.0,36,11.7,
2020-08-17,Arnulf,00:00,23:59,1389.0,84.0,1473.0,18.0,23.8,0.3,98,2.7,
2020-08-18,Arnulf,00:00,23:59,1393.0,106.0,1499.0,16.7,22.1,9.0,95,2.7,
2020-08-19,Arnulf,00:00,23:59,1821.0,89.0,1910.0,14.1,26.1,0.0,58,11.4,
2020-08-20,Arnulf,00:00,23:59,1878.0,138.0,2016.0,14.4,30.8,0.0,41,10.3,
2020-08-21,Arnulf,00:00,23:59,1598.0,131.0,1729.0,17.3,34.1,0.0,8,13.1,
2020-08-22,Arnulf,00:00,23:59,920.0,70.0,990.0,16.9,23.5,4.7,96,0.5,
2020-08-23,Arnulf,00:00,23:59,1123.0,84.0,1207.0,15.6,23.5,1.2,86,4.8,
