datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2019-01-01,Arnulf,00:00,23:59,138.0,14.0,152.0,2.7,5.2,1.6,99,0.0,
2019-01-02,Arnulf,00:00,23:59,361.0,30.0,391.0,-2.1,3.2,0.6,88,0.7,
2019-01-03,Arnulf,00:00,23:59,345.0,32.0,377.0,-3.1,-0.6,0.0,93,2.9,
2019-01-04,Arnulf,00:00,23:59,255.0,27.0,282.0,-1.7,-0.3,5.0,96,0.0,
2019-01-05,Arnulf,00:00,23:59,41.0,12.0,53.0,-0.9,1.0,22.1,95,0.0,
2019-01-06,Arnulf,00:00,23:59,78.0,29.0,107.0,0.7,1.8,4.7,95,0.0,
2019-01-07,Arnulf,00:00,23:59,458.0,56.0,514.0,0.7,2.1,2.0,100,0.0,
2019-01-08,Arnulf,00:00,23:59,520.0,61.0,581.0,0.8,4.5,3.9,96,0.5,
2019-01-09,Arnulf,00:00,23:59,376.0,41.0,417.0,-1.5,1.8,15.8,91,0.0,
2019-01-10,Arnulf,00:00,23:59,164.0,11.0,175.0,-3.5,0.1,3.7,94,0.0,
2019-01-11,Arnulf,00:00,23:59,121.0,19.0,140.0,-4.1,-1.0,4.6,98,0.0,
2019-01-12,Arnulf,00:00,23:59,43.0,9.0,52.0,-1.1,2.9,6.0,99,0.1,
2019-01-13,Arnulf,00:00,23:59,91.0,10.0,101.0,1.4,5.4,8.1,99,0.0,
2019-01-14,Arnulf,00:00,23:59,492.0,60.0,552.0,-0.1,4.7,6.1,93,0.0,
2019-01-15,Arnulf,00:00,23:59,469.0,48.0,517.0,-0.8,3.4,0.0,100,0.2,
2019-01-16,Arnulf,00:00,23:59,660.0,69.0,729.0,-0.9,7.5,0.0,79,8.1,
2019-01-17,Arnulf,00:00,23:59,720.0,75.0,795.0,1.9,8.3,1.0,96,1.9,
2019-01-18,Arnulf,00:00,23:59,580.0,60.0,640.0,-2.9,2.2,0.1,93,1.5,
2019-01-19,Arnulf,00:00,23:59,259.0,21.0,280.0,-6.0,-0.1,0.0,80,5.8,
2019-01-20,Arnulf,00:00,23:59,174.0,19.0,193.0,-8.0,-1.5,0.0,75,2.7,
2019-01-21,Arnulf,00:00,23:59,632.0,63.0,695.0,-3.5,-1.9,0.0,100,0.0,
2019-01-22,Arnulf,00:00,23:59,651.0,69.0,720.0,-5.1,-1.2,0.0,100,0.0,
2019-01-23,Arnulf,00:00,23:59,683.0,60.0,743.0,-5.0,-3.3,0.0,100,0.0,
2019-01-24,Arnulf,00:00,23:59,707.0,57.0,764.0,-4.4,-0.4,0.1,91,1.8,
2019-01-25,Arnulf,00:00,23:59,472.0,48.0,520.0,-4.7,-2.6,0.7,98,1.0,
2019-01-26,Arnulf,00:00,23:59,171.0,16.0,187.0,-3.1,4.7,1.2,96,0.0,
2019-01-27,Arnulf,00:00,23:59,194.0,21.0,215.0,2.1,7.1,0.4,99,0.0,
2019-01-28,Arnulf,00:00,23:59,745.0,61.0,806.0,0.2,3.7,0.3,95,1.0,
2019-01-29,Arnulf,00:00,23:59,651.0,65.0,716.0,-2.9,3.3,0.0,79,3.4,
2019-01-30,Arnulf,00:00,23:59,692.0,63.0,755.0,-4.6,4.3,0.0,98,0.3,
2019-01-31,Arnulf,00:00,23:59,794.0,75.0,869.0,-3.6,4.2,0.0,50,7.0,
2019-02-01,Arnulf,00:00,23:59,679.0,83.0,762.0,-0.2,2.7,2.9,99,0.5,
2019-02-02,Arnulf,00:00,23:59,236.0,20.0,256.0,0.7,5.9,10.5,100,0.0,
2019-02-03,Arnulf,00:00,23:59,34.0,2.0,36.0,-1.5,1.7,20.8,98,0.0,
2019-02-04,Arnulf,00:00,23:59,232.0,22.0,254.0,-4.5,2.3,0.0,73,4.3,
2019-02-05,Arnulf,00:00,23:59,405.0,34.0,439.0,-3.9,2.5,0.0,81,5.7,
2019-02-06,Arnulf,00:00,23:59,449.0,36.0,485.0,-6.6,-1.2,0.0,98,5.5,
2019-02-07,Arnulf,00:00,23:59,461.0,30.0,491.0,-5.6,4.5,4.8,98,2.4,
2019-02-08,Arnulf,00:00,23:59,581.0,48.0,629.0,1.7,9.2,0.0,83,8.3,
2019-02-09,Arnulf,00:00,23:59,259.0,18.0,277.0,0.8,9.7,0.4,96,5.0,
2019-02-10,Arnulf,00:00,23:59,266.0,29.0,295.0,4.1,15.2,1.8,96,4.3,
2019-02-11,Arnulf,00:00,23:59,464.0,63.0,527.0,0.0,4.7,6.3,89,0.0,
2019-02-12,Arnulf,00:00,23:59,656.0,71.0,727.0,-0.1,3.2,0.0,94,0.1,
2019-02-13,Arnulf,00:00,23:59,851.0,82.0,933.0,-0.9,8.0,0.0,60,8.5,
2019-02-14,Arnulf,00:00,23:59,867.0,78.0,945.0,-1.5,11.3,0.0,54,8.7,
2019-02-15,Arnulf,00:00,23:59,916.0,76.0,992.0,-1.4,12.6,0.0,14,9.9,
2019-02-16,Arnulf,00:00,23:59,537.0,43.0,580.0,-2.1,15.8,0.0,23,9.8,
2019-02-17,Arnulf,00:00,23:59,539.0,36.0,575.0,-1.7,17.3,0.0,26,10.2,
2019-02-18,Arnulf,00:00,23:59,1058.0,96.0,1154.0,-1.8,14.8,0.0,0,10.2,
2019-02-19,Arnulf,00:00,23:59,1179.0,98.0,1277.0,1.0,12.8,0.1,78,6.0,
2019-02-20,Arnulf,00:00,23:59,1074.0,84.0,1158.0,5.0,10.0,0.0,99,1.3,
2019-02-21,Arnulf,00:00,23:59,1126.0,89.0,1215.0,4.1,12.8,2.0,88,4.7,
2019-02-22,Arnulf,00:00,23:59,628.0,50.0,678.0,2.7,9.8,0.8,89,0.4,
2019-02-23,Arnulf,00:00,23:59,452.0,38.0,490.0,-1.7,5.7,0.0,31,9.9,
2019-02-24,Arnulf,00:00,23:59,388.0,31.0,419.0,-3.2,6.5,0.0,41,6.6,
2019-02-25,Arnulf,00:00,23:59,1122.0,92.0,1214.0,-1.7,13.6,0.0,40,10.0,
2019-02-26,Arnulf,00:00,23:59,1289.0,89.0,1378.0,-0.1,16.0,0.0,85,9.5,
2019-02-27,Arnulf,00:00,23:59,1253.0,98.0,1351.0,2.1,17.7,0.0,25,10.5,
2019-02-28,Arnulf,00:00,23:59,1262.0,86.0,1348.0,3.3,18.1,1.1,21,10.4,
2019-03-01,Arnulf,00:00,23:59,582.0,56.0,638.0,6.2,9.8,3.7,96,0.0,
2019-03-02,Arnulf,00:00,23:59,367.0,18.0,385.0,5.2,9.2,0.0,96,0.2,
2019-03-03,Arnulf,00:00,23:59,452.0,40.0,492.0,7.0,14.2,0.0,95,7.2,
2019-03-04,Arnulf,00:00,23:59,915.0,78.0,993.0,4.5,16.9,1.7,90,4.2,
2019-03-05,Arnulf,00:00,23:59,728.0,58.0,786.0,3.8,9.6,4.8,80,3.6,
2019-03-06,Arnulf,00:00,23:59,1052.0,81.0,1133.0,2.9,13.6,0.0,94,6.2,
2019-03-07,Arnulf,00:00,23:59,880.0,81.0,961.0,7.2,12.6,1.0,86,3.3,
2019-03-08,Arnulf,00:00,23:59,888.0,83.0,971.0,5.6,10.2,0.0,83,5.0,
2019-03-09,Arnulf,00:00,23:59,283.0,27.0,310.0,6.1,11.4,3.5,96,0.2,
2019-03-10,Arnulf,00:00,23:59,178.0,26.0,204.0,4.4,14.1,3.2,84,1.5,
2019-03-11,Arnulf,00:00,23:59,552.0,48.0,600.0,-0.3,5.1,4.8,65,1.6,
2019-03-12,Arnulf,00:00,23:59,1002.0,65.0,1067.0,1.4,9.6,0.0,81,7.2,
2019-03-13,Arnulf,00:00,23:59,851.0,62.0,913.0,3.3,10.7,1.1,76,6.0,
2019-03-14,Arnulf,00:00,23:59,687.0,71.0,758.0,3.0,6.1,3.8,96,0.0,
2019-03-15,Arnulf,00:00,23:59,475.0,50.0,525.0,4.0,10.5,9.9,93,0.0,
2019-03-16,Arnulf,00:00,23:59,440.0,24.0,464.0,9.4,16.0,0.0,79,4.3,
2019-03-17,Arnulf,00:00,23:59,574.0,32.0,606.0,3.2,19.3,3.8,78,9.6,
2019-03-18,Arnulf,00:00,23:59,861.0,67.0,928.0,1.7,7.1,0.0,83,2.2,
2019-03-19,Arnulf,00:00,23:59,1053.0,89.0,1142.0,0.8,7.9,0.0,64,5.6,
2019-03-20,Arnulf,00:00,23:59,1213.0,85.0,1298.0,-1.4,9.7,0.0,15,10.3,
2019-03-21,Arnulf,00:00,23:59,1258.0,101.0,1359.0,-1.2,12.8,0.0,35,11.8,
2019-03-22,Arnulf,00:00,23:59,1212.0,104.0,1316.0,0.3,16.3,0.0,39,10.6,
2019-03-23,Arnulf,00:00,23:59,851.0,41.0,892.0,2.6,18.7,0.0,26,11.6,
2019-03-24,Arnulf,00:00,23:59,746.0,31.0,777.0,3.3,18.1,0.0,13,11.1,
2019-03-25,Arnulf,00:00,23:59,1086.0,66.0,1152.0,1.8,9.8,1.4,88,4.7,
2019-03-26,Arnulf,00:00,23:59,1132.0,91.0,1223.0,1.2,8.3,1.0,93,2.7,
2019-03-27,Arnulf,00:00,23:59,853.0,65.0,918.0,1.7,7.5,0.3,99,0.1,
2019-03-28,Arnulf,00:00,23:59,1248.0,100.0,1348.0,4.9,12.8,0.0,99,4.8,
2019-03-29,Arnulf,00:00,23:59,1279.0,108.0,1387.0,4.0,15.2,0.0,23,10.8,
2019-03-30,Arnulf,00:00,23:59,895.0,25.0,920.0,2.7,18.3,0.0,50,11.9,
2019-03-31,Arnulf,00:00,23:59,807.0,37.0,844.0,3.4,18.4,0.0,6,11.7,
2019-04-01,Arnulf,00:00,23:59,1485.0,107.0,1592.0,5.3,15.9,0.0,21,11.3,
2019-04-02,Arnulf,00:00,23:59,1669.0,100.0,1769.0,3.9,21.3,0.0,95,9.2,
2019-04-03,Arnulf,00:00,23:59,1607.0,103.0,1710.0,4.8,20.9,0.0,84,6.5,
2019-04-04,Arnulf,00:00,23:59,1247.0,79.0,1326.0,2.9,12.2,0.0,84,5.8,
2019-04-05,Arnulf,00:00,23:59,1043.0,95.0,1138.0,3.3,9.3,0.0,79,1.0,
2019-04-06,Arnulf,00:00,23:59,717.0,41.0,758.0,5.2,16.8,0.0,79,8.4,
2019-04-07,Arnulf,00:00,23:59,800.0,50.0,850.0,5.0,16.5,0.0,79,9.1,
2019-04-08,Arnulf,00:00,23:59,1111.0,80.0,1191.0,8.2,11.5,0.9,99,0.0,
2019-04-09,Arnulf,00:00,23:59,1308.0,110.0,1418.0,8.5,16.6,0.0,95,3.2,
2019-04-10,Arnulf,00:00,23:59,1149.0,89.0,1238.0,8.0,12.0,1.1,96,0.0,
2019-04-11,Arnulf,00:00,23:59,1243.0,101.0,1344.0,4.6,10.9,0.0,99,0.7,
2019-04-12,Arnulf,00:00,23:59,1166.0,90.0,1256.0,2.4,8.5,0.0,100,0.0,
2019-04-13,Arnulf,00:00,23:59,572.0,39.0,611.0,2.6,11.1,0.0,98,5.8,
2019-04-14,Arnulf,00:00,23:59,402.0,43.0,445.0,3.2,9.7,0.0,99,2.8,
2019-04-15,Arnulf,00:00,23:59,1328.0,122.0,1450.0,5.0,14.8,0.0,46,7.7,
2019-04-16,Arnulf,00:00,23:59,1567.0,112.0,1679.0,2.5,18.7,0.0,50,10.3,
2019-04-17,Arnulf,00:00,23:59,1600.0,111.0,1711.0,7.0,19.0,0.0,71,13.2,
2019-04-18,Arnulf,00:00,23:59,1510.0,96.0,1606.0,4.9,20.5,0.0,16,13.1,
2019-04-19,Arnulf,00:00,23:59,747.0,38.0,785.0,5.5,22.3,0.0,0,13.5,
2019-04-20,Arnulf,00:00,23:59,823.0,51.0,874.0,5.9,22.4,0.0,0,13.6,
2019-04-21,Arnulf,00:00,23:59,585.0,24.0,609.0,4.6,23.2,0.0,0,13.6,
2019-04-22,Arnulf,00:00,23:59,804.0,39.0,843.0,6.5,23.8,0.0,78,12.4,
2019-04-23,Arnulf,00:00,23:59,1444.0,89.0,1533.0,9.8,23.6,0.0,91,4.4,
2019-04-24,Arnulf,00:00,23:59,1695.0,105.0,1800.0,10.5,28.1,0.0,74,8.8,
2019-04-25,Arnulf,00:00,23:59,1890.0,115.0,2005.0,9.8,26.4,0.0,61,10.5,
2019-04-26,Arnulf,00:00,23:59,995.0,100.0,1095.0,6.3,17.1,4.0,81,2.6,
2019-04-27,Arnulf,00:00,23:59,517.0,28.0,545.0,5.6,15.0,4.7,94,4.0,
2019-04-28,Arnulf,00:00,23:59,495.0,66.0,561.0,3.9,11.0,0.0,95,5.2,
2019-04-29,Arnulf,00:00,23:59,931.0,82.0,1013.0,4.8,9.7,9.1,98,0.0,
2019-04-30,Arnulf,00:00,23:59,872.0,73.0,945.0,5.8,13.0,1.2,93,1.7,
2019-05-01,Arnulf,00:00,23:59,1016.0,45.0,1061.0,4.7,18.9,0.0,10,13.3,
2019-05-02,Arnulf,00:00,23:59,1579.0,101.0,1680.0,7.4,21.0,10.6,48,12.1,
2019-05-03,Arnulf,00:00,23:59,672.0,66.0,738.0,7.3,11.0,4.7,99,0.1,
2019-05-04,Arnulf,00:00,23:59,356.0,18.0,374.0,2.5,14.4,3.2,73,4.5,
2019-05-05,Arnulf,00:00,23:59,279.0,23.0,302.0,2.1,8.1,0.1,98,1.3,
2019-05-06,Arnulf,00:00,23:59,1223.0,121.0,1344.0,2.8,9.6,0.0,98,3.0,
2019-05-07,Arnulf,00:00,23:59,1500.0,105.0,1605.0,2.2,14.5,0.0,56,11.7,
2019-05-08,Arnulf,00:00,23:59,1318.0,97.0,1415.0,5.8,17.4,2.1,98,1.4,
2019-05-09,Arnulf,00:00,23:59,1259.0,88.0,1347.0,7.1,18.0,0.1,79,8.0,
2019-05-10,Arnulf,00:00,23:59,1100.0,108.0,1208.0,8.3,16.5,1.2,80,6.1,
2019-05-11,Arnulf,00:00,23:59,355.0,30.0,385.0,7.4,16.5,12.3,98,0.7,
2019-05-12,Arnulf,00:00,23:59,151.0,9.0,160.0,4.5,7.8,12.0,94,0.0,
2019-05-13,Arnulf,00:00,23:59,1153.0,85.0,1238.0,5.5,14.4,0.0,81,5.5,
2019-05-14,Arnulf,00:00,23:59,1256.0,79.0,1335.0,3.2,13.1,0.5,61,9.6,
2019-05-15,Arnulf,00:00,23:59,976.0,83.0,1059.0,4.4,9.5,0.0,99,0.1,
2019-05-16,Arnulf,00:00,23:59,1155.0,77.0,1232.0,4.5,12.1,0.0,94,0.5,
2019-05-17,Arnulf,00:00,23:59,1202.0,97.0,1299.0,5.5,20.4,0.0,35,10.6,
2019-05-18,Arnulf,00:00,23:59,718.0,54.0,772.0,7.6,21.2,0.0,48,10.8,
2019-05-19,Arnulf,00:00,23:59,670.0,40.0,710.0,8.5,23.1,18.8,79,10.7,
2019-05-20,Arnulf,00:00,23:59,349.0,42.0,391.0,11.3,14.6,71.2,96,0.0,
2019-05-21,Arnulf,00:00,23:59,285.0,32.0,317.0,10.5,12.3,21.2,94,0.0,
2019-05-22,Arnulf,00:00,23:59,618.0,51.0,669.0,8.8,14.7,0.0,93,0.3,
2019-05-23,Arnulf,00:00,23:59,1161.0,78.0,1239.0,7.6,19.1,0.0,65,13.0,
2019-05-24,Arnulf,00:00,23:59,1111.0,83.0,1194.0,6.3,22.3,0.0,51,13.8,
2019-05-25,Arnulf,00:00,23:59,464.0,42.0,506.0,10.5,21.5,1.0,94,7.7,
2019-05-26,Arnulf,00:00,23:59,481.0,37.0,518.0,12.1,21.9,0.0,65,7.6,
2019-05-27,Arnulf,00:00,23:59,751.0,66.0,817.0,11.2,20.8,15.8,74,5.2,
2019-05-28,Arnulf,00:00,23:59,360.0,36.0,396.0,9.5,14.1,16.4,96,0.0,
2019-05-29,Arnulf,00:00,23:59,670.0,52.0,722.0,9.4,15.5,0.3,100,1.7,
2019-05-30,Arnulf,00:00,23:59,560.0,33.0,593.0,8.6,19.5,0.0,63,8.6,
2019-05-31,Arnulf,00:00,23:59,695.0,56.0,751.0,11.7,21.1,0.0,85,2.6,
2019-06-01,Arnulf,00:00,23:59,,,,9.7,25.1,0.0,51,14.7,Baustelle
2019-06-02,Arnulf,00:00,23:59,,,,12.4,28.1,0.0,51,15.3,Baustelle
2019-06-03,Arnulf,00:00,23:59,,,,12.8,29.8,0.3,19,13.8,Baustelle
2019-06-04,Arnulf,00:00,23:59,,,,14.4,29.4,0.0,14,14.6,Baustelle
2019-06-05,Arnulf,00:00,23:59,,,,14.3,29.7,0.0,4,14.6,Baustelle
2019-06-06,Arnulf,00:00,23:59,,,,12.4,21.4,0.0,81,1.9,Baustelle
2019-06-07,Arnulf,00:00,23:59,,,,10.6,28.1,0.0,19,14.6,Baustelle
2019-06-08,Arnulf,00:00,23:59,,,,14.5,22.3,0.0,71,7.5,Baustelle
2019-06-09,Arnulf,00:00,23:59,,,,10.7,26.6,0.5,69,9.9,Baustelle
2019-06-10,Arnulf,00:00,23:59,,,,14.7,26.8,18.8,79,6.6,Baustelle
2019-06-11,Arnulf,00:00,23:59,,,,13.0,23.3,0.0,95,3.2,Baustelle
2019-06-12,Arnulf,00:00,23:59,,,,12.8,20.0,0.0,88,1.8,Baustelle
2019-06-13,Arnulf,00:00,23:59,,,,12.1,24.6,0.0,24,14.2,Baustelle
2019-06-14,Arnulf,00:00,23:59,,,,11.0,25.0,0.0,38,11.0,Baustelle
2019-06-15,Arnulf,00:00,23:59,,,,14.1,26.3,0.0,69,7.8,Baustelle
2019-06-16,Arnulf,00:00,23:59,,,,13.8,22.2,0.0,78,2.1,Baustelle
2019-06-17,Arnulf,00:00,23:59,,,,12.3,26.0,0.0,45,13.8,Baustelle
2019-06-18,Arnulf,00:00,23:59,,,,14.0,28.9,0.0,35,14.1,Baustelle
2019-06-19,Arnulf,00:00,23:59,,,,17.2,30.7,1.5,45,11.9,Baustelle
2019-06-20,Arnulf,00:00,23:59,,,,15.0,25.1,18.2,81,3.0,Baustelle
2019-06-21,Arnulf,00:00,23:59,,,,14.2,25.3,8.4,86,7.6,Baustelle
2019-06-22,Arnulf,00:00,23:59,,,,14.7,24.6,14.2,98,4.2,Baustelle
2019-06-23,Arnulf,00:00,23:59,,,,15.5,23.6,0.1,79,4.3,Baustelle
2019-06-24,Arnulf,00:00,23:59,,,,16.2,28.8,0.0,23,14.9,Baustelle
2019-06-25,Arnulf,00:00,23:59,,,,15.7,32.6,0.0,38,14.8,Baustelle
2019-06-26,Arnulf,00:00,23:59,,,,18.2,34.5,0.0,26,14.7,Baustelle
2019-06-27,Arnulf,00:00,23:59,,,,19.1,32.8,0.0,6,14.2,Baustelle
2019-06-28,Arnulf,00:00,23:59,,,,15.2,28.7,0.0,0,15.6,Baustelle
2019-06-29,Arnulf,00:00,23:59,,,,14.8,30.0,0.0,0,15.6,Baustelle
2019-06-30,Arnulf,00:00,23:59,,,,15.2,35.2,0.0,13,15.3,Baustelle
2019-08-01,Arnulf,00:00,23:59,2356.0,144.0,2500.0,13.4,25.2,0.0,55,9.5,
2019-08-02,Arnulf,00:00,23:59,2025.0,141.0,2166.0,15.8,25.1,2.0,89,7.9,
2019-08-03,Arnulf,00:00,23:59,960.0,61.0,1021.0,14.3,22.5,1.1,76,4.9,
2019-08-04,Arnulf,00:00,23:59,1333.0,84.0,1417.0,13.9,26.2,0.0,36,12.3,
2019-08-05,Arnulf,00:00,23:59,2128.0,141.0,2269.0,15.5,28.9,0.0,96,6.0,
2019-08-06,Arnulf,00:00,23:59,2122.0,147.0,2269.0,19.1,28.3,0.0,91,7.1,
2019-08-07,Arnulf,00:00,23:59,1545.0,116.0,1661.0,15.9,25.8,6.5,95,2.2,
2019-08-08,Arnulf,00:00,23:59,2216.0,138.0,2354.0,15.0,26.6,0.0,74,9.5,
2019-08-09,Arnulf,00:00,23:59,2104.0,141.0,2245.0,13.9,32.8,0.8,61,13.6,
2019-08-10,Arnulf,00:00,23:59,943.0,72.0,1015.0,18.4,24.2,4.4,90,2.0,
2019-08-11,Arnulf,00:00,23:59,1187.0,80.0,1267.0,16.3,28.3,1.9,40,13.2,
2019-08-12,Arnulf,00:00,23:59,828.0,75.0,903.0,13.9,18.3,24.2,98,0.7,
2019-08-13,Arnulf,00:00,23:59,1581.0,93.0,1674.0,13.2,20.4,7.1,96,3.0,
2019-08-14,Arnulf,00:00,23:59,1932.0,149.0,2081.0,12.3,21.6,0.0,34,11.7,
2019-08-15,Arnulf,00:00,23:59,701.0,68.0,769.0,9.8,21.3,2.4,73,6.5,
2019-08-16,Arnulf,00:00,23:59,1574.0,112.0,1686.0,14.1,23.1,0.0,68,11.7,
2019-08-17,Arnulf,00:00,23:59,1049.0,70.0,1119.0,12.7,26.5,0.0,99,5.1,
2019-08-18,Arnulf,00:00,23:59,1126.0,100.0,1226.0,18.2,33.2,9.7,38,12.3,
2019-08-19,Arnulf,00:00,23:59,1116.0,89.0,1205.0,16.1,24.3,22.0,99,2.3,
2019-08-20,Arnulf,00:00,23:59,929.0,86.0,1015.0,12.7,19.3,18.4,96,0.0,
2019-08-21,Arnulf,00:00,23:59,1490.0,103.0,1593.0,12.7,19.4,0.0,96,2.6,
2019-08-22,Arnulf,00:00,23:59,1822.0,134.0,1956.0,13.0,20.0,0.0,85,4.0,
2019-08-23,Arnulf,00:00,23:59,1660.0,118.0,1778.0,11.4,22.3,0.0,78,1.8,
2019-08-24,Arnulf,00:00,23:59,1295.0,88.0,1383.0,15.0,27.7,0.0,53,12.4,
2019-08-25,Arnulf,00:00,23:59,1165.0,77.0,1242.0,17.2,28.3,0.0,83,8.3,
2019-08-26,Arnulf,00:00,23:59,1579.0,94.0,1673.0,16.1,27.6,46.1,58,8.0,
2019-08-27,Arnulf,00:00,23:59,1939.0,117.0,2056.0,16.3,29.8,0.0,40,11.8,
2019-08-28,Arnulf,00:00,23:59,2002.0,137.0,2139.0,16.9,30.1,4.4,74,9.8,
2019-08-29,Arnulf,00:00,23:59,1715.0,104.0,1819.0,18.1,26.2,0.0,85,4.0,
2019-08-30,Arnulf,00:00,23:59,1890.0,130.0,2020.0,15.4,27.8,0.0,53,12.0,
2019-08-31,Arnulf,00:00,23:59,1228.0,81.0,1309.0,15.8,29.7,0.0,20,12.1,
2019-09-01,Arnulf,00:00,23:59,924.0,77.0,1001.0,17.7,27.0,1.7,66,10.0,
2019-09-02,Arnulf,00:00,23:59,980.0,75.0,1055.0,11.5,17.9,2.4,85,0.0,
2019-09-03,Arnulf,00:00,23:59,1983.0,123.0,2106.0,9.2,22.3,0.0,23,12.2,
2019-09-04,Arnulf,00:00,23:59,2133.0,117.0,2250.0,9.5,25.8,0.0,0,12.9,
2019-09-05,Arnulf,00:00,23:59,1123.0,95.0,1218.0,11.0,16.9,6.4,83,1.4,
2019-09-06,Arnulf,00:00,23:59,1323.0,93.0,1416.0,10.6,15.0,2.7,99,0.1,
2019-09-07,Arnulf,00:00,23:59,618.0,46.0,664.0,9.4,15.9,3.4,98,0.0,
2019-09-08,Arnulf,00:00,23:59,261.0,36.0,297.0,8.2,11.4,25.4,98,0.0,
2019-09-09,Arnulf,00:00,23:59,1050.0,92.0,1142.0,7.4,13.1,1.0,83,1.0,
2019-09-10,Arnulf,00:00,23:59,1814.0,113.0,1927.0,5.7,19.4,0.0,80,11.8,
2019-09-11,Arnulf,00:00,23:59,1937.0,121.0,2058.0,10.0,21.1,0.0,68,7.5,
2019-09-12,Arnulf,00:00,23:59,2084.0,135.0,2219.0,12.7,23.6,0.0,50,9.1,
2019-09-13,Arnulf,00:00,23:59,1840.0,112.0,1952.0,11.5,25.1,0.0,25,12.0,
2019-09-14,Arnulf,00:00,23:59,1163.0,81.0,1244.0,13.5,23.8,0.0,59,9.0,
2019-09-15,Arnulf,00:00,23:59,1144.0,72.0,1216.0,11.4,26.5,0.0,13,11.2,
2019-09-16,Arnulf,00:00,23:59,2072.0,127.0,2199.0,14.3,26.9,0.1,75,7.5,
2019-09-17,Arnulf,00:00,23:59,1833.0,119.0,1952.0,11.1,20.8,0.0,63,6.0,
2019-09-18,Arnulf,00:00,23:59,1822.0,122.0,1944.0,6.7,17.4,0.0,11,11.7,
2019-09-19,Arnulf,00:00,23:59,1905.0,87.0,1992.0,5.4,16.5,0.0,40,10.9,
2019-09-20,Arnulf,00:00,23:59,1902.0,109.0,2011.0,3.4,16.5,0.0,79,10.7,
2019-09-21,Arnulf,00:00,23:59,1088.0,77.0,1165.0,4.8,21.0,0.0,5,12.0,
2019-09-22,Arnulf,00:00,23:59,1061.0,85.0,1146.0,7.8,19.6,0.0,94,1.4,
2019-09-23,Arnulf,00:00,23:59,902.0,67.0,969.0,11.4,15.5,9.6,98,0.0,
2019-09-24,Arnulf,00:00,23:59,1858.0,145.0,2003.0,10.3,19.3,0.2,83,5.7,
2019-09-25,Arnulf,00:00,23:59,1755.0,113.0,1868.0,12.8,19.6,0.6,98,3.9,
2019-09-26,Arnulf,00:00,23:59,1701.0,125.0,1826.0,12.6,17.9,0.3,96,1.9,
2019-09-27,Arnulf,00:00,23:59,1792.0,158.0,1950.0,13.7,22.8,12.3,98,5.1,
2019-09-28,Arnulf,00:00,23:59,957.0,75.0,1032.0,12.4,18.1,0.0,95,4.7,
2019-09-29,Arnulf,00:00,23:59,1109.0,94.0,1203.0,11.2,23.6,0.1,50,10.4,
2019-09-30,Arnulf,00:00,23:59,1755.0,104.0,1859.0,9.9,19.1,0.0,78,6.7,
2019-10-01,Arnulf,00:00,23:59,2131.0,114.0,2245.0,9.6,24.1,3.0,46,9.4,
2019-10-02,Arnulf,00:00,23:59,1101.0,80.0,1181.0,5.9,15.7,28.7,98,0.5,
2019-10-03,Arnulf,00:00,23:59,680.0,70.0,750.0,5.3,12.0,0.0,53,6.9,
2019-10-04,Arnulf,00:00,23:59,1134.0,105.0,1239.0,4.5,12.6,1.0,99,0.6,
2019-10-05,Arnulf,00:00,23:59,465.0,49.0,514.0,5.0,11.6,3.7,95,0.4,
2019-10-06,Arnulf,00:00,23:59,498.0,63.0,561.0,4.2,11.9,13.6,91,0.5,
2019-10-07,Arnulf,00:00,23:59,873.0,65.0,938.0,6.6,10.7,2.5,91,0.2,
2019-10-08,Arnulf,00:00,23:59,1480.0,88.0,1568.0,7.5,17.9,6.3,98,0.7,
2019-10-09,Arnulf,00:00,23:59,702.0,67.0,769.0,9.1,17.3,12.3,88,0.0,
2019-10-10,Arnulf,00:00,23:59,1347.0,107.0,1454.0,8.5,13.8,0.6,79,3.0,
2019-10-11,Arnulf,00:00,23:59,1494.0,115.0,1609.0,7.3,19.0,0.0,75,10.7,
2019-10-12,Arnulf,00:00,23:59,1051.0,52.0,1103.0,6.2,24.4,0.0,43,10.4,
2019-10-13,Arnulf,00:00,23:59,976.0,60.0,1036.0,8.8,24.5,0.0,25,10.3,
2019-10-14,Arnulf,00:00,23:59,1816.0,122.0,1938.0,9.2,23.4,0.0,18,9.5,
2019-10-15,Arnulf,00:00,23:59,1946.0,135.0,2081.0,8.8,23.4,3.5,41,9.7,
2019-10-16,Arnulf,00:00,23:59,1756.0,116.0,1872.0,7.8,17.2,0.0,31,9.7,
2019-10-17,Arnulf,00:00,23:59,1833.0,119.0,1952.0,6.1,20.9,0.0,73,9.4,
2019-10-18,Arnulf,00:00,23:59,1651.0,110.0,1761.0,10.9,21.0,0.0,98,4.7,
2019-10-19,Arnulf,00:00,23:59,1057.0,73.0,1130.0,8.5,15.5,0.0,91,2.0,
2019-10-20,Arnulf,00:00,23:59,1044.0,84.0,1128.0,7.0,23.0,0.0,85,5.1,
2019-10-21,Arnulf,00:00,23:59,1803.0,126.0,1929.0,11.9,20.4,0.0,94,2.5,
2019-10-22,Arnulf,00:00,23:59,1755.0,118.0,1873.0,10.5,13.1,0.0,100,0.0,
