Time,Dieselbrücke,Friedberger Straße östlich Afrabrücke,Friedrich-Ebert-Straße östlich Haltestelle Messe,Färberstraße/Gollwitzerstr.,Gögginger Straße südlich Rosenaustraße,Haunstetter Straße Höhe protestantischer Friedhof,Konrad Adenauer Allee Fahrradstraße,Postillionstraße südl. Roggenstraße,Rosenaustraße westlich Gögginger Straße,"Südlich A8-Unterführung, Ostseite",Ulrichsbrücke,Wagenhalsstraße,
2017-12-31 00:00:00,,,,,,,388,,,,646,190,
2018-01-01 00:00:00,,,,,,,349,,,,475,177,
2018-01-02 00:00:00,,,,,,,962,,,,906,389,
2018-01-03 00:00:00,,,,,,,807,,,,697,344,
2018-01-04 00:00:00,,,,,,,763,,,,667,323,
2018-01-05 00:00:00,,,,,,,1316,,,,1114,581,
2018-01-06 00:00:00,,,,,,,580,,,,813,334,
2018-01-07 00:00:00,,,,,,,586,,,,469,229,
2018-01-08 00:00:00,,,,,,,2017,,,,1542,736,
2018-01-09 00:00:00,,,,,,,2233,,,,1824,908,
2018-01-10 00:00:00,,,,,,,2266,,,,1829,870,
2018-01-11 00:00:00,,,,,,,2450,,,,1725,830,
2018-01-12 00:00:00,,,,,,,2148,,,,1496,785,
2018-01-13 00:00:00,,,,,,,1010,,,,967,509,
2018-01-14 00:00:00,,,,,,,364,,,,520,227,
2018-01-15 00:00:00,,,,,,,1728,,,,1585,776,
2018-01-16 00:00:00,,,,,,,1433,,,,1102,561,
2018-01-17 00:00:00,,,,,,,1494,,,,1020,548,
2018-01-18 00:00:00,,,,,,,1417,,,,773,444,
2018-01-19 00:00:00,,,,,,,1459,,,,1191,647,
2018-01-20 00:00:00,,,,,,,840,,,,675,340,
2018-01-21 00:00:00,,,,,,,415,,,,341,174,
2018-01-22 00:00:00,,,,,,,1938,,,,734,337,
2018-01-23 00:00:00,,,,,,,2196,,,,1426,744,
2018-01-24 00:00:00,,,,,,,1998,,,,1733,970,
2018-01-25 00:00:00,,,,,,,2410,,,,1783,982,
2018-01-26 00:00:00,,,,,,,2388,,,,1653,904,
2018-01-27 00:00:00,,,,,,,1207,,,,997,525,
2018-01-28 00:00:00,,,,,,,648,,,,649,331,
2018-01-29 00:00:00,,,,,,,2450,,,,1957,890,
2018-01-30 00:00:00,,,,,,,1914,,,,1730,893,
2018-01-31 00:00:00,,,,,,,2411,,,,1940,908,
2018-02-01 00:00:00,,,,,,,1568,,,,1035,534,
2018-02-02 00:00:00,,,,,,,2158,,,,1484,816,
2018-02-03 00:00:00,,,,,,,1048,,,,831,460,
2018-02-04 00:00:00,,,,,,,657,,,,560,215,
2018-02-05 00:00:00,,,,,,,2045,,,,1428,771,
2018-02-06 00:00:00,,,,,,,2039,,,,1535,870,
2018-02-07 00:00:00,,,,,,,1896,,,,1331,698,
2018-02-08 00:00:00,,,,,,,1213,,,,865,438,
2018-02-09 00:00:00,,,,,,,1545,,,,1138,601,
2018-02-10 00:00:00,,,,,,,891,,,,738,398,
2018-02-11 00:00:00,,,,,,,463,,,,431,194,
2018-02-12 00:00:00,,,,,,,1512,,,,1213,575,
2018-02-13 00:00:00,,,,,,,1524,,,,1232,550,
2018-02-14 00:00:00,,,,,,,1629,,,,1223,636,
2018-02-15 00:00:00,,,,,,,1422,,,,1029,536,
2018-02-16 00:00:00,,,,,,,1293,,,,907,478,
2018-02-17 00:00:00,,,,,,,375,,,,372,161,
2018-02-18 00:00:00,,,,,,,277,,,,272,121,
2018-02-19 00:00:00,,,,,,,1322,,,,1081,456,
2018-02-20 00:00:00,,,,,,,1422,,,,1064,584,
2018-02-21 00:00:00,,,,,,,1454,,,,964,619,
2018-02-22 00:00:00,,,,,,,1431,,,,1053,641,
2018-02-23 00:00:00,,,,,,,1394,,,,918,579,
2018-02-24 00:00:00,,,,,,,760,,,,701,402,
2018-02-25 00:00:00,,,,,,,402,,,,456,228,
2018-02-26 00:00:00,,,,,,,1387,,,,877,499,
2018-02-27 00:00:00,,,,,,,1563,,,,889,483,
2018-02-28 00:00:00,,,,,,,1366,,,,865,519,
2018-03-01 00:00:00,,,,,,,1382,,,,878,531,
2018-03-02 00:00:00,,,,,,,1458,,,,951,560,
2018-03-03 00:00:00,,,,,,,801,,,,641,355,
2018-03-04 00:00:00,,,,,,,564,,,,534,231,
2018-03-05 00:00:00,,,,,,,1954,,,,1476,795,
2018-03-06 00:00:00,,,,,,,1905,,,,1335,770,
2018-03-07 00:00:00,,,,,,,2000,,,,1481,816,
2018-03-08 00:00:00,,,,,,,2213,,,,1605,924,
2018-03-09 00:00:00,,,,,,,2225,,,,1420,911,
2018-03-10 00:00:00,,,,,,,998,,,,827,450,
2018-03-11 00:00:00,,,,,,,730,,,,739,349,
2018-03-12 00:00:00,,,,,,,2012,,,,1456,856,
2018-03-13 00:00:00,,,,,,,2191,,,,1635,927,
2018-03-14 00:00:00,,,,,,,2146,,,,1585,911,
2018-03-15 00:00:00,,,,,,,2312,,,,1692,974,
2018-03-16 00:00:00,,,,,,,2203,,,,1667,904,
2018-03-17 00:00:00,,,,,,,1063,,,,904,501,
2018-03-18 00:00:00,,,,,,,342,,,,309,138,
2018-03-19 00:00:00,,,,,,,1614,,,,1104,617,
2018-03-20 00:00:00,,,,,,,1881,,,,1209,722,
2018-03-21 00:00:00,,,,,,,1845,,,,1235,731,
2018-03-22 00:00:00,,,,,,,1874,,,,1281,739,
2018-03-23 00:00:00,,,,,,,1798,,,,1272,760,
2018-03-24 00:00:00,,,,,,,1519,,,,1143,770,
2018-03-25 00:00:00,,,,,,,818,,,,939,451,
2018-03-26 00:00:00,,,,,,,1967,,,,1452,797,
2018-03-27 00:00:00,,,,,,,2031,,,,1448,858,
2018-03-28 00:00:00,,,,,,,1665,,,,1291,756,
2018-03-29 00:00:00,,,,,,,1969,,,,1753,995,
2018-03-30 00:00:00,,,,,,,841,,,,916,368,
2018-03-31 00:00:00,,,,,,,1091,,,,1150,522,
2018-04-01 00:00:00,,,,,,,365,,,,555,195,
2018-04-02 00:00:00,,,,,,,904,,,,1367,510,
2018-04-03 00:00:00,,,,,,,2514,,,,2354,1138,
2018-04-04 00:00:00,,,,,,,2757,,,,2445,1140,
2018-04-05 00:00:00,,,,,,,2249,,,,1785,972,
2018-04-06 00:00:00,,,,,,,2695,,,,2299,1211,
2018-04-07 00:00:00,,,,,,,2249,,,,2211,1138,
2018-04-08 00:00:00,,,,,,,1638,,,,2095,694,
2018-04-09 00:00:00,,,,,,,3580,,,,2802,1360,
2018-04-10 00:00:00,,,,,,,3577,,,,2702,1449,
2018-04-11 00:00:00,,,,,,,3698,,,,2619,1521,
2018-04-12 00:00:00,,,,,,,3858,,,,2837,1604,
2018-04-13 00:00:00,,,,,,,3214,,,,2353,1375,
2018-04-14 00:00:00,,,,,,,2507,,,,2409,1196,
2018-04-15 00:00:00,,,,,,,1433,,,,1828,635,
2018-04-16 00:00:00,,,,,,,2334,,,,1797,937,
2018-04-17 00:00:00,,,,,,,3976,,,,2960,1721,
2018-04-18 00:00:00,,,,,,,4419,,,,3056,1729,
2018-04-19 00:00:00,,,,,,,4442,,,,3355,1789,
2018-04-20 00:00:00,,,,,,,4266,,,,3302,1637,
2018-04-21 00:00:00,,,,,,,2896,,,,2587,1355,
2018-04-22 00:00:00,,,,,,,1908,,,,2137,792,
2018-04-23 00:00:00,,,,,,,3364,,,,2427,1268,
2018-04-24 00:00:00,,,,,,,4125,,,,3126,1561,
2018-04-25 00:00:00,,,,,,,4718,,,,3106,1762,
2018-04-26 00:00:00,,,,,,,3356,,,,2358,1248,
2018-04-27 00:00:00,,,,,,,3961,,,,3044,1776,
2018-04-28 00:00:00,,,,,,,2725,,,,2578,1286,
2018-04-29 00:00:00,,,,,,,1602,,,,1955,848,
2018-04-30 00:00:00,,,,,,,2832,,,,2282,1137,
2018-05-01 00:00:00,,,,,,,1341,,,,1364,607,
2018-05-02 00:00:00,,,,,,,3862,,,,2870,1544,
2018-05-03 00:00:00,,,,,,,3997,,,,2995,1632,
2018-05-04 00:00:00,,,,,,,3946,,,,2905,1762,
2018-05-05 00:00:00,,,,,,,3180,,,,2708,1437,
2018-05-06 00:00:00,,,,,,,1867,,,,2060,861,
2018-05-07 00:00:00,,,,,,,4683,,,,3420,1863,
2018-05-08 00:00:00,,,,,,,4700,,,,3737,2043,
2018-05-09 00:00:00,,,,,,,4621,,,,3439,1846,
2018-05-10 00:00:00,,,,,,,1528,,,,1577,662,
2018-05-11 00:00:00,,,,,,,3666,,,,2825,1487,
2018-05-12 00:00:00,,,,,,,2680,,,,2644,1312,
2018-05-13 00:00:00,,,,,,,1292,,,,1506,587,
2018-05-14 00:00:00,,,,,,,3084,,,,2385,1158,
2018-05-15 00:00:00,,,,,,,3373,,,,2517,1412,
2018-05-16 00:00:00,,,,,,,2116,,,,1473,813,
2018-05-17 00:00:00,,,,,,,3114,,,,2066,1151,
2018-05-18 00:00:00,,,,,,,3751,,,,2787,1561,
2018-05-19 00:00:00,,,,,,,2204,,,,1721,931,
2018-05-20 00:00:00,,,,,,,846,,,,1023,487,
2018-05-21 00:00:00,,,,,,,1640,,,,2053,793,
2018-05-22 00:00:00,,,,,,,3406,,,,2895,1644,
2018-05-23 00:00:00,,,,,,,3167,,,,2542,1415,
2018-05-24 00:00:00,,,,,,,3106,,,,2530,1353,
2018-05-25 00:00:00,,,,,,,3764,,,,2996,1525,
2018-05-26 00:00:00,,,,,,,2678,,,,2567,1359,
2018-05-27 00:00:00,,,,,,,1815,,,,2169,715,
2018-05-28 00:00:00,,,,,,,3789,,,,3315,1384,
2018-05-29 00:00:00,,,,,,,3662,,,,3013,1429,
2018-05-30 00:00:00,,,,,,,4098,,,,3376,1553,
2018-05-31 00:00:00,,,,,,,1682,,,,1874,797,
2018-06-01 00:00:00,,,,,,,3204,,,,2755,1378,
2018-06-02 00:00:00,,,,,,,2415,,,,2587,1131,
2018-06-03 00:00:00,,,,,,,1830,,,,2400,898,
2018-06-04 00:00:00,,,,,,,4723,,,,3682,1735,
2018-06-05 00:00:00,,,,,,,4962,,,,3865,1967,
2018-06-06 00:00:00,,,,,,,4272,,,,3366,1635,
2018-06-07 00:00:00,,,,,,,4162,,,,3055,1601,
2018-06-08 00:00:00,,,,,,,4045,,,,3207,1598,
2018-06-09 00:00:00,,,,,,,3068,,,,2776,1306,
2018-06-10 00:00:00,,,,,,,1630,,,,1787,779,
2018-06-11 00:00:00,,,,,,,4148,,,,3163,1476,
2018-06-12 00:00:00,,,,,,,3496,,,,2738,1431,
2018-06-13 00:00:00,,,,,,,3296,,,,2386,1228,
2018-06-14 00:00:00,,,,,,,4235,,,,3137,1659,
2018-06-15 00:00:00,,,,,,,4354,,,,3318,1793,
2018-06-16 00:00:00,,,,,,,3238,,,,3059,1600,
2018-06-17 00:00:00,,,,,,,1699,,,,1671,778,
2018-06-18 00:00:00,,,,,,,4539,,,,3331,1651,
2018-06-19 00:00:00,,,,,,,4754,,,,3441,1803,
2018-06-20 00:00:00,,,,,,,4967,,,,3927,1939,
2018-06-21 00:00:00,,,,,,,5154,,,,3576,1856,
2018-06-22 00:00:00,,,,,,,4775,,,,3416,1798,
2018-06-23 00:00:00,,,,,,,3293,,,,2591,1330,
2018-06-24 00:00:00,,,,,,,1719,,,,1605,776,
2018-06-25 00:00:00,,,,,,,4201,,,,3074,1580,
2018-06-26 00:00:00,,,,,,,4443,,,,3232,1932,
2018-06-27 00:00:00,,,,,,,4482,,,,3426,1716,
2018-06-28 00:00:00,,,,,,,2640,,,,1847,1114,
2018-06-29 00:00:00,,,,,,,3319,,,,2505,1477,
2018-06-30 00:00:00,,,,,,,3195,,,,3090,1659,
2018-07-01 00:00:00,,,,,,,1968,,,,2249,935,
2018-07-02 00:00:00,,,,,,,4641,,,,3764,1751,
2018-07-03 00:00:00,,,,,,,5006,,,,3800,2355,
2018-07-04 00:00:00,,,,,,,4595,,,,3397,1861,
2018-07-05 00:00:00,,,,,,,4304,,,,3079,1912,
2018-07-06 00:00:00,,,,,,,2094,,,,1703,920,
2018-07-07 00:00:00,,,,,,,3109,,,,3292,1491,
2018-07-08 00:00:00,,,,,,,1998,,,,2305,900,
2018-07-09 00:00:00,,,,,,,4872,,,,3527,1861,
2018-07-10 00:00:00,,,,,,,4169,,,,2934,1599,
2018-07-11 00:00:00,,,,,,,4246,,,,3069,1745,
2018-07-12 00:00:00,,,,,,,4703,,,,3522,1930,
2018-07-13 00:00:00,,,,,,,4536,,,,3516,2149,
2018-07-14 00:00:00,,,,,,,3122,,,,2736,1402,
2018-07-15 00:00:00,,,,,,,1648,,,,1708,675,
2018-07-16 00:00:00,,,,,,,3412,,,,2586,1367,
2018-07-17 00:00:00,,,,,,,4394,,,,3214,1831,
2018-07-18 00:00:00,,,,,,,4827,,,,3635,2074,
2018-07-19 00:00:00,,,,,,,5001,,,,3973,1979,
2018-07-20 00:00:00,,,,,,,4673,,,,3599,1939,
2018-07-21 00:00:00,,,,,,,1358,,,,1142,479,
2018-07-22 00:00:00,,,,,,,917,,,,813,565,
2018-07-23 00:00:00,,,,,,,3976,,,,3079,1748,
2018-07-24 00:00:00,,,,,,,4821,,,,3792,2176,
2018-07-25 00:00:00,,,,,,,4761,,,,3863,2092,
2018-07-26 00:00:00,,,,,,,4924,,,,4038,2068,
2018-07-27 00:00:00,,,,,,,4840,,,,4009,2308,
2018-07-28 00:00:00,,,,,,,3298,,,,2895,1592,
2018-07-29 00:00:00,,,,,,,1902,,,,2364,1043,
2018-07-30 00:00:00,,,,,,,4180,,,,3750,1781,
2018-07-31 00:00:00,,,,,,,4207,,,,3860,1901,
2018-08-01 00:00:00,,,,,,,4236,,,,3899,1884,
2018-08-02 00:00:00,,,,,,,4135,,,,3657,1677,
2018-08-03 00:00:00,,,,,,,4112,,,,3739,1745,
2018-08-04 00:00:00,,,,,,,2661,,,,2836,1292,
2018-08-05 00:00:00,,,,,,,1724,,,,2085,770,
2018-08-06 00:00:00,,,,,,,3780,,,,3711,1509,
2018-08-07 00:00:00,,,,,,,3966,,,,3413,1564,
2018-08-08 00:00:00,,,,,,,1912,,,,1901,947,
2018-08-09 00:00:00,,,,,,,3681,,,,3379,1541,
2018-08-10 00:00:00,,,,,,,2539,,,,2302,1010,
2018-08-11 00:00:00,,,,,,,2501,,,,2542,1188,
2018-08-12 00:00:00,,,,,,,1669,,,,2051,778,
2018-08-13 00:00:00,,,,,,,3109,,,,2816,1281,
2018-08-14 00:00:00,,,,,,,3549,,,,2987,1420,
2018-08-15 00:00:00,,,,,,,1774,,,,2088,719,
2018-08-16 00:00:00,,,,,,,3628,,,,3267,1557,
2018-08-17 00:00:00,,,,,,,3487,,,,3185,1399,
2018-08-18 00:00:00,,,,,,,2237,,,,2202,1019,
2018-08-19 00:00:00,,,,,,,1654,,,,2022,795,
2018-08-20 00:00:00,,,,,,,3650,,,,3410,1532,
2018-08-21 00:00:00,,,,,,,3658,,,,3448,1493,
2018-08-22 00:00:00,,,,,,,3712,,,,3421,1615,
2018-08-23 00:00:00,,,,,,,3297,,,,3056,1355,
2018-08-24 00:00:00,,,,,,,2148,,,,1815,816,
2018-08-25 00:00:00,,,,,,,1581,,,,1306,650,
2018-08-26 00:00:00,,,,,,,1483,,,,1496,601,
2018-08-27 00:00:00,,,,,,,3462,,,,3029,1270,
2018-08-28 00:00:00,,,,,,,3563,,,,3086,1500,
2018-08-29 00:00:00,,,,,,,3785,,,,3098,1533,
2018-08-30 00:00:00,,,,,,,2759,,,,2357,1081,
2018-08-31 00:00:00,,,,,,,1995,,,,1764,724,
2018-09-01 00:00:00,,,,,,,1357,,,,1294,535,
2018-09-02 00:00:00,,,,,,,828,,,,902,352,
2018-09-03 00:00:00,,,,,,,3200,,,,2627,1301,
2018-09-04 00:00:00,,,,,,,2426,,,,2028,1032,
2018-09-05 00:00:00,,,,,,,3686,,,,3041,1659,
2018-09-06 00:00:00,,,,,,,3658,,,,3036,1460,
2018-09-07 00:00:00,,,,,,,2998,,,,2384,1299,
2018-09-08 00:00:00,,,,,,,2650,,,,2354,1212,
2018-09-09 00:00:00,,,,,,,1703,,,,1868,909,
2018-09-10 00:00:00,,,,,,,4189,,,,3308,1736,
2018-09-11 00:00:00,,,,,,,4384,,,,3408,1831,
2018-09-12 00:00:00,,,,,,,4468,,,,3384,1946,
2018-09-13 00:00:00,,,,,,,3493,,,,2686,1387,
2018-09-14 00:00:00,,,,,,,3303,,,,2659,1471,
2018-09-15 00:00:00,,,,,,,3091,,,,2832,1509,
2018-09-16 00:00:00,,,,,,,1729,,,,1970,895,
2018-09-17 00:00:00,,,,,,,4136,,,,3301,1760,
2018-09-18 00:00:00,,,,,,,4253,,,,3298,1870,
2018-09-19 00:00:00,,,,,,,4045,,,,3211,1802,
2018-09-20 00:00:00,,,,,,,4367,,,,3374,1859,
2018-09-21 00:00:00,,,,,,,3660,,,,2768,1617,
2018-09-22 00:00:00,,,,,,,2348,,,,2344,1084,
2018-09-23 00:00:00,,,,,,,927,,,,941,561,
2018-09-24 00:00:00,,,,,,,3129,,,,2481,1344,
2018-09-25 00:00:00,,,,,,,3418,,,,2733,1591,
2018-09-26 00:00:00,,,,,,,3469,,,,2628,1662,
2018-09-27 00:00:00,,,,,,,3811,,,,2926,1915,
2018-09-28 00:00:00,,,,,,,3663,,,,2833,1791,
2018-09-29 00:00:00,,,,,,,2433,,,,2158,1263,
2018-09-30 00:00:00,,,,,,,1488,,,,2164,1096,
2018-10-01 00:00:00,,,,,,,1991,,,,1601,923,
2018-10-02 00:00:00,,,,,,,3114,,,,2488,1458,
2018-10-03 00:00:00,,,,,,,1067,,,,1253,519,
2018-10-04 00:00:00,,,,,,,3507,,,,2876,1675,
2018-10-05 00:00:00,,,,,,,3423,,,,2873,1728,
2018-10-06 00:00:00,,,,,,,2359,,,,2275,1208,
2018-10-07 00:00:00,,,,,,,1234,,,,2005,835,
2018-10-08 00:00:00,,,,,,,3564,,,,2714,1537,
2018-10-09 00:00:00,,,,,,,3565,,,,2606,1636,
2018-10-10 00:00:00,,,,,,,3356,,,,2584,1606,
2018-10-11 00:00:00,,,,,,,3836,,,,2822,1700,
2018-10-12 00:00:00,,,,,,,3750,,,,2841,1714,
2018-10-13 00:00:00,,,,,,,2727,,,,2326,1370,
2018-10-14 00:00:00,,,,,,,1658,,,,1807,841,
2018-10-15 00:00:00,,,,,,,3977,,,,2929,1510,
2018-10-16 00:00:00,,,,,,,4194,,,,2980,1760,
2018-10-17 00:00:00,,,,,,,3987,,,,2915,1699,
2018-10-18 00:00:00,,,,,,,4088,,,,2946,1639,
2018-10-19 00:00:00,,,,,,,3665,,,,2653,1551,
2018-10-20 00:00:00,,,,,,,2379,,,,1884,1045,
2018-10-21 00:00:00,,,,,,,1194,,,,1572,677,
2018-10-22 00:00:00,,,,,,,3640,,,,2457,1475,
2018-10-23 00:00:00,,,,,,,3132,,,,2351,1420,
2018-10-24 00:00:00,,,,,,,2588,,,,1764,1147,
2018-10-25 00:00:00,,,,,,,3200,,,,2277,1542,
2018-10-26 00:00:00,,,,,,,3302,,,,2518,1723,
2018-10-27 00:00:00,,,,,,,781,,,,739,356,
2018-10-28 00:00:00,,,,,,,546,,,,421,203,
2018-10-29 00:00:00,,,,,,,2085,,,,1619,855,
2018-10-30 00:00:00,,,,,,,2450,,,,1904,1137,
2018-10-31 00:00:00,,,,,,,2740,,,,2065,1144,
2018-11-01 00:00:00,,,,,,,904,,,,958,476,
2018-11-02 00:00:00,,,,,,,2338,,,,1931,1078,
2018-11-03 00:00:00,,,,,,,1745,,,,1456,831,
2018-11-04 00:00:00,,,,,,,896,,,,832,454,
2018-11-05 00:00:00,,,,,,,3422,,,,2477,1432,
2018-11-06 00:00:00,,,,,,,3433,,,,2412,1521,
2018-11-07 00:00:00,,,,,,,3451,,,,2457,1531,
2018-11-08 00:00:00,,,,,,,2977,,,,2100,1379,
2018-11-09 00:00:00,,,,,,,3058,,,,2146,1476,
2018-11-10 00:00:00,,,,,,,1895,,,,1569,994,
2018-11-11 00:00:00,,,,,,,937,,,,823,568,
2018-11-12 00:00:00,,,,,,,3422,,,,2405,1463,
2018-11-13 00:00:00,,,,,,,3018,,,,2122,1348,
2018-11-14 00:00:00,,,,,,,2814,,,,2015,1331,
2018-11-15 00:00:00,,,,,,,2915,,,,2017,1377,
2018-11-16 00:00:00,,,,,,,2848,,,,1996,1516,
2018-11-17 00:00:00,,,,,,,1728,,,,1372,971,
2018-11-18 00:00:00,,,,,,,936,,,,794,487,
2018-11-19 00:00:00,,,,,,,2554,,,,1658,1124,
2018-11-20 00:00:00,,,,,,,2794,,,,1836,1241,
2018-11-21 00:00:00,,,,,,,2343,,,,1705,1101,
2018-11-22 00:00:00,,,,,,,2707,,,,1829,1291,
2018-11-23 00:00:00,,,,,,,2497,,,,1737,1182,
2018-11-24 00:00:00,,,,,,,1397,,,,1161,762,
2018-11-25 00:00:00,,,,,,,706,,,,783,356,
2018-11-26 00:00:00,,,,,,,2048,,,,1557,829,
2018-11-27 00:00:00,,,,,,,1894,,,,1214,811,
2018-11-28 00:00:00,,,,,,,2389,,,,1549,1081,
2018-11-29 00:00:00,,,,,,,2486,,,,1708,1234,
2018-11-30 00:00:00,,,,,,,2151,,,,1415,1014,
2018-12-01 00:00:00,,,,,,,1492,,,,1343,808,
2018-12-02 00:00:00,,,,,,,504,,,,687,260,
2018-12-03 00:00:00,,,,,,,2232,,,,1570,1119,
2018-12-04 00:00:00,,,,,,,2432,,,,1627,1192,
2018-12-05 00:00:00,,,,,,,2665,,,,1819,1250,
2018-12-06 00:00:00,,,,,,,2508,,,,1704,1212,
2018-12-07 00:00:00,,,,,,,2510,,,,1803,1261,
2018-12-08 00:00:00,,,,,,,1396,,,,948,735,
2018-12-09 00:00:00,,,,,,,451,,,,392,222,
2018-12-10 00:00:00,,,,,,,1936,,,,1267,856,
2018-12-11 00:00:00,,,,,,,1866,,,,1443,945,
2018-12-12 00:00:00,,,,,,,2088,,,,1510,1055,
2018-12-13 00:00:00,,,,,,,2154,,,,1443,1053,
2018-12-14 00:00:00,,,,,,,2097,,,,1432,1137,
2018-12-15 00:00:00,,,,,,,1402,,,,947,710,
2018-12-16 00:00:00,,,,,,,470,,,,373,237,
2018-12-17 00:00:00,,,,,,,1974,,,,1293,939,
2018-12-18 00:00:00,,,,,,,2308,,,,1675,1205,
2018-12-19 00:00:00,,,,,,,2135,,,,1488,1104,
2018-12-20 00:00:00,,,,,,,2362,,,,1713,1181,
2018-12-21 00:00:00,,,,,,,1638,,,,1117,911,
2018-12-22 00:00:00,,,,,,,1111,,,,1204,690,
2018-12-23 00:00:00,,,,,,,432,,,,493,301,
2018-12-24 00:00:00,,,,,,,697,,,,714,382,
2018-12-25 00:00:00,,,,,,,267,,,,394,210,
2018-12-26 00:00:00,,,,,,,300,,,,369,187,
2018-12-27 00:00:00,,,,,,,972,,,,930,590,
2018-12-28 00:00:00,,,,,,,1192,,,,1031,688,
2018-12-29 00:00:00,,,,,,,926,,,,703,504,
2018-12-30 00:00:00,,,,,,,392,,,,396,289,
2018-12-31 00:00:00,,,,,,,608,,,,797,333,
2019-01-01 00:00:00,,,,,,,373,,,,932,185,
2019-01-02 00:00:00,,,,,,,854,,,,752,497,
2019-01-03 00:00:00,,,,,,,1004,,,,785,565,
2019-01-04 00:00:00,,,,,,,748,,,,566,418,
2019-01-05 00:00:00,,,,,,,251,,,,274,185,
2019-01-06 00:00:00,,,,,,,259,,,,247,134,
2019-01-07 00:00:00,,,,,,,1530,,,,1068,743,
2019-01-08 00:00:00,,,,,,,1308,,,,945,667,
2019-01-09 00:00:00,,,,,,,1047,,,,726,553,
2019-01-10 00:00:00,,,,,,,564,,,,483,320,
2019-01-11 00:00:00,,,,,,,732,,,,578,406,
2019-01-12 00:00:00,,,,,,,418,,,,330,254,
2019-01-13 00:00:00,,,,,,,205,,,,238,140,
2019-01-14 00:00:00,,,,,,,1220,,,,861,628,
2019-01-15 00:00:00,,,,,,,1342,,,,875,667,
2019-01-16 00:00:00,,,,,,,1682,,,,1213,878,
2019-01-17 00:00:00,,,,,,,1665,,,,1080,847,
2019-01-18 00:00:00,,,,,,,1600,,,,1106,883,
2019-01-19 00:00:00,,,,,,,897,,,,711,455,
2019-01-20 00:00:00,,,,,,,431,,,,339,197,
2019-01-21 00:00:00,,,,,,,1401,,,,1090,744,
2019-01-22 00:00:00,,,,,,,1534,,,,1055,800,
2019-01-23 00:00:00,,,,,,,1550,,,,1036,779,
2019-01-24 00:00:00,,,,,,,1551,,,,1034,822,
2019-01-25 00:00:00,,,,,,,1323,,,,877,689,
2019-01-26 00:00:00,,,,,,,682,,,,523,308,
2019-01-27 00:00:00,,,,,,,467,,,,402,264,
2019-01-28 00:00:00,,,,,,,1603,,,,1191,822,
2019-01-29 00:00:00,,,,,,,1616,,,,1162,861,
2019-01-30 00:00:00,,,,,,,1762,,,,1154,844,
2019-01-31 00:00:00,,,,,,,1880,,,,1310,1039,
2019-02-01 00:00:00,,,,,,,1689,,,,1203,895,
2019-02-02 00:00:00,,,,,,,884,,,,719,505,
2019-02-03 00:00:00,,,,,,,222,,,,218,143,
2019-02-04 00:00:00,,,,,,,994,,,,740,500,
2019-02-05 00:00:00,,,,,,,1260,,,,920,623,
2019-02-06 00:00:00,,,,,,,1264,,,,894,675,
2019-02-07 00:00:00,,,,,,,1241,,,,874,650,
2019-02-08 00:00:00,,,,,,,1685,,,,1150,898,
2019-02-09 00:00:00,,,,,,,1158,,,,878,791,
2019-02-10 00:00:00,,,,,,,544,,,,501,311,
2019-02-11 00:00:00,,,,,,,1389,,,,973,655,
2019-02-12 00:00:00,,,,,,,1663,,,,1088,884,
2019-02-13 00:00:00,,,,,,,1944,,,,1375,1004,
2019-02-14 00:00:00,,,,,,,2065,,,,1386,1101,
2019-02-15 00:00:00,,,,,,,2106,,,,1473,1045,
2019-02-16 00:00:00,,,,,,,1457,,,,1162,794,
2019-02-17 00:00:00,,,,,,,943,,,,968,486,
2019-02-18 00:00:00,,,,,,,2516,,,,1735,1109,
2019-02-19 00:00:00,,,,,,,2352,,,,1783,1170,
2019-02-20 00:00:00,,,,,,,2356,,,,1645,1203,
2019-02-21 00:00:00,,,,,,,2449,,,,1811,1266,
2019-02-22 00:00:00,,,,,,,2206,,,,1545,981,
2019-02-23 00:00:00,,,,,,,1530,,,,1234,830,
2019-02-24 00:00:00,,,,,,,714,,,,766,462,
2019-02-25 00:00:00,,,,,,,2578,,,,1805,1104,
2019-02-26 00:00:00,,,,,,,2655,,,,1997,1267,
2019-02-27 00:00:00,,,,,,,2720,,,,2117,1261,
2019-02-28 00:00:00,,,,,,,2772,,,,2165,1417,
2019-03-01 00:00:00,,,,,,,1632,,,,1149,837,
2019-03-02 00:00:00,,,,,,,1257,,,,1009,721,
2019-03-03 00:00:00,,,,,,,831,,,,888,476,
2019-03-04 00:00:00,,,,,,,1703,,,,1446,802,
2019-03-05 00:00:00,,,,,,,1361,,,,1155,668,
2019-03-06 00:00:00,,,,,,,2127,,,,1747,1070,
2019-03-07 00:00:00,,,,,,,1858,,,,1435,942,
2019-03-08 00:00:00,,,,,,,1981,,,,1599,980,
2019-03-09 00:00:00,,,,,,,959,,,,876,507,
2019-03-10 00:00:00,,,,,,,344,,,,376,199,
2019-03-11 00:00:00,,,,,,,1735,,,,1231,841,
2019-03-12 00:00:00,,,,,,,2465,,,,1806,1172,
2019-03-13 00:00:00,,,,,,,2141,,,,1481,1086,
2019-03-14 00:00:00,,,,,,,1558,,,,1076,816,
2019-03-15 00:00:00,,,,,,,1140,,,,862,608,
2019-03-16 00:00:00,,,,,,,1353,,,,1187,761,
2019-03-17 00:00:00,,,,,,,807,,,,888,515,
2019-03-18 00:00:00,,,,,,,2189,,,,1578,1045,
