Time,Dieselbrücke,Friedberger Straße östlich Afrabrücke,Friedrich-Ebert-Straße östlich Haltestelle Messe,Färberstraße/Gollwitzerstr.,Gögginger Straße südlich Rosenaustraße,Haunstetter Straße Höhe protestantischer Friedhof,Konrad Adenauer Allee Fahrradstraße,Postillionstraße südl. Roggenstraße,Rosenaustraße westlich Gögginger Straße,"Südlich A8-Unterführung, Ostseite",Ulrichsbrücke,Wagenhalsstraße,
2019-03-19 00:00:00,,,,,,,2641,,,,1954,1159,
2019-03-20 00:00:00,,,,,,,2686,,,,2044,1268,
2019-03-21 00:00:00,,,,,,,2887,,,,2285,1400,
2019-03-22 00:00:00,,,,,,,2912,,,,2278,1394,
2019-03-23 00:00:00,,,,,,,2098,,,,2012,1148,
2019-03-24 00:00:00,,,,,,,1299,,,,1447,706,
2019-03-25 00:00:00,,,,,,,2501,,,,1718,1056,
2019-03-26 00:00:00,,,,,,,2636,,,,2014,1223,
2019-03-27 00:00:00,,,,,,,2217,,,,1643,1127,
2019-03-28 00:00:00,,,,,,,2913,,,,2173,1448,
2019-03-29 00:00:00,,,,,,,3087,,,,2352,1519,
2019-03-30 00:00:00,,,,,,,2392,,,,1950,1168,
2019-03-31 00:00:00,,,,,,,1447,,,,1582,812,
2019-04-01 00:00:00,,,,,,,3289,,,,2602,1429,
2019-04-02 00:00:00,,,,,,,3557,,,,2762,1635,
2019-04-03 00:00:00,,,,,,,3346,,,,2618,1738,
2019-04-04 00:00:00,,,,,,,2931,,,,2048,1642,
2019-04-05 00:00:00,,,,,,,2684,,,,1886,1319,
2019-04-06 00:00:00,,,,,,,2120,,,,1898,1041,
2019-04-07 00:00:00,,,,,,,1239,,,,1432,764,
2019-04-08 00:00:00,,,,,,,2841,,,,2182,1275,
2019-04-09 00:00:00,,,,,,,2700,,,,2115,1310,
2019-04-10 00:00:00,,,,,,,2887,,,,2003,1260,
2019-04-11 00:00:00,,,,,,,2951,,,,2155,1393,
2019-04-12 00:00:00,,,,,,,2743,,,,2008,1252,
2019-04-13 00:00:00,,,,,,,1786,,,,1424,926,
2019-04-14 00:00:00,,,,,,,980,,,,888,488,
2019-04-15 00:00:00,,,,,,,2975,,,,2338,1335,
2019-04-16 00:00:00,,,,,,,3270,,,,2723,1579,
2019-04-17 00:00:00,,,,,,,3200,,,,2727,1586,
2019-04-18 00:00:00,,,,,,,3326,,,,2794,1534,
2019-04-19 00:00:00,,,,,,,1332,,,,1726,698,
2019-04-20 00:00:00,,,,,,,2460,,,,2510,1239,
2019-04-21 00:00:00,,,,,,,1072,,,,1709,573,
2019-04-22 00:00:00,,,,,,,1285,,,,1980,671,
2019-04-23 00:00:00,,,,,,,3255,,,,2866,1486,
2019-04-24 00:00:00,,,,,,,3668,,,,2957,1527,
2019-04-25 00:00:00,,,,,,,3664,,,,3190,1709,
2019-04-26 00:00:00,,,,,,,2313,,,,1779,953,
2019-04-27 00:00:00,,,,,,,1843,,,,1428,852,
2019-04-28 00:00:00,,,,,,,867,,,,879,421,
2019-04-29 00:00:00,,,,,,,2712,,,,1968,1223,
2019-04-30 00:00:00,,,,,,,2761,,,,2081,1329,
2019-05-01 00:00:00,,,,,,,1860,,,,2135,907,
2019-05-02 00:00:00,,,,,,,3790,,,,2955,1597,
2019-05-03 00:00:00,,,,,,,2178,,,,1618,1098,
2019-05-04 00:00:00,,,,,,,1236,,,,931,689,
2019-05-05 00:00:00,,,,,,,865,,,,849,411,
2019-05-06 00:00:00,,,,,,,3058,,,,2181,1416,
2019-05-07 00:00:00,,,,,,,3618,,,,2596,1948,
2019-05-08 00:00:00,,,,,,,2949,,,,2069,1333,
2019-05-09 00:00:00,,,,,,,3144,,,,2191,1642,
2019-05-10 00:00:00,,,,,,,2442,,,,1756,1170,
2019-05-11 00:00:00,,,,,,,1403,,,,1127,668,
2019-05-12 00:00:00,,,,,,,606,,,,560,303,
2019-05-13 00:00:00,,,,,,,3466,,,,2406,1465,
2019-05-14 00:00:00,,,,,,,3529,,,,2549,1554,
2019-05-15 00:00:00,,,,,,,3392,,,,2409,1419,
2019-05-16 00:00:00,,,,,,,3434,,,,2370,1523,
2019-05-17 00:00:00,,,,,,,3707,,,,2831,1669,
2019-05-18 00:00:00,,,,,,,2900,,,,2278,1093,
2019-05-19 00:00:00,,,,,,,1530,,,,1612,592,
2019-05-20 00:00:00,,,,,,,2084,,,,1429,982,
2019-05-21 00:00:00,,,,,,,1208,,,,844,621,
2019-05-22 00:00:00,,,,,,,2662,,,,1911,1283,
2019-05-23 00:00:00,,,,,,,4083,,,,3002,1950,
2019-05-24 00:00:00,,,,,,,4249,,,,3203,2197,
2019-05-25 00:00:00,,,,,,,2336,,,,1973,1151,
2019-05-26 00:00:00,,,,,,,1605,,,,1592,772,
2019-05-27 00:00:00,,,,,,,3848,,,,2775,1618,
2019-05-28 00:00:00,,,,,,,2408,,,,1632,1060,
2019-05-29 00:00:00,,,,,,,3104,,,,2301,1535,
2019-05-30 00:00:00,,,,,,,1657,,,,1819,827,
2019-05-31 00:00:00,,,,,,,3528,,,,2783,1647,
2019-06-01 00:00:00,,,,,,,2779,,,,2803,1438,
2019-06-02 00:00:00,,,,,,,1770,,,,2398,1026,
2019-06-03 00:00:00,,,,,,,4631,,,,3590,1932,
2019-06-04 00:00:00,,,,,,,4817,,,,3897,2044,
2019-06-05 00:00:00,,,,,,,4798,,,,3906,2153,
2019-06-06 00:00:00,,,,,,,4109,,,,3001,1645,
2019-06-07 00:00:00,,,,,,,4478,,,,3617,1981,
2019-06-08 00:00:00,,,,,,,2461,,,,2288,1112,
2019-06-09 00:00:00,,,,,,,1429,,,,1654,647,
2019-06-10 00:00:00,,,,,,,1219,,,,1398,528,
2019-06-11 00:00:00,,,,,,,3246,,,,2661,1383,
2019-06-12 00:00:00,,,,,,,3141,,,,2471,1368,
2019-06-13 00:00:00,,,,,,,4235,,,,3485,1676,
2019-06-14 00:00:00,,,,,,,3990,,,,3286,1687,
2019-06-15 00:00:00,,,,,,,2702,,,,2532,1194,
2019-06-16 00:00:00,,,,,,,1241,,,,1390,639,
2019-06-17 00:00:00,,,,,,,4082,,,,3303,1597,
2019-06-18 00:00:00,,,,,,,4293,,,,3544,1823,
2019-06-19 00:00:00,,,,,,,4317,,,,3535,1822,
2019-06-20 00:00:00,,,,,,,1428,,,,1499,632,
2019-06-21 00:00:00,,,,,,,3226,,,,2774,1482,
2019-06-22 00:00:00,,,,,,,1966,,,,1534,878,
2019-06-23 00:00:00,,,,,,,1386,,,,1554,678,
2019-06-24 00:00:00,,,,,,,4835,,,,3929,2008,
2019-06-25 00:00:00,,,,,,,4840,,,,4011,2083,
2019-06-26 00:00:00,,,,,,,4808,,,,3930,2186,
2019-06-27 00:00:00,,,,,,,5529,,,,4126,2298,
2019-06-28 00:00:00,,,,,,,5507,,,,4434,2372,
2019-06-29 00:00:00,,,,,,,4275,,,,3644,1943,
2019-06-30 00:00:00,,,,,,,2195,,,,2341,1088,
2019-07-01 00:00:00,,,,,,,3767,,,,2939,1502,
2019-07-02 00:00:00,,,,,,,4766,,,,3662,1918,
2019-07-03 00:00:00,,,,,,,5150,,,,3869,1966,
2019-07-04 00:00:00,,,,,,,5297,,,,4107,2146,
2019-07-05 00:00:00,,,,,,,4912,,,,3781,2186,
2019-07-06 00:00:00,,,,,,,3225,,,,2834,1533,
2019-07-07 00:00:00,,,,,,,1287,,,,1266,685,
2019-07-08 00:00:00,,,,,,,4225,,,,3032,1641,
2019-07-09 00:00:00,,,,,,,4886,,,,3666,2002,
2019-07-10 00:00:00,,,,,,,5095,,,,3806,2055,
2019-07-11 00:00:00,,,,,,,3711,,,,2533,1513,
2019-07-12 00:00:00,,,,,,,3095,,,,2441,1387,
2019-07-13 00:00:00,,,,,,,2642,,,,3780,1315,
2019-07-14 00:00:00,,,,,,,1659,,,,1968,837,
2019-07-15 00:00:00,,,,,,,4663,,,,3491,1909,
2019-07-16 00:00:00,,,,,,,5102,,,,3843,2090,
2019-07-17 00:00:00,,,,,,,5314,,,,3954,2221,
2019-07-18 00:00:00,,,,,,,5369,,,,3971,2109,
2019-07-19 00:00:00,,,,,,,4950,,,,3666,2022,
2019-07-20 00:00:00,,,,,,,3644,,,,3053,1456,
2019-07-21 00:00:00,,,,,,,1726,,,,1738,946,
2019-07-22 00:00:00,,,,,,,4981,,,,3919,2099,
2019-07-23 00:00:00,,,,,,,5179,,,,4104,2116,
2019-07-24 00:00:00,,,,,,,4963,,,,4161,2285,
2019-07-25 00:00:00,,,,,,,5182,,,,4100,2252,
2019-07-26 00:00:00,,,,,,,5049,,,,3871,2354,
2019-07-27 00:00:00,,,,,,,2876,,,,2366,1529,
2019-07-28 00:00:00,,,,,,,1159,,,,1177,536,
2019-07-29 00:00:00,,,,,,,2908,,,,2382,1262,
2019-07-30 00:00:00,,,,,,,4277,,,,3509,1983,
2019-07-31 00:00:00,,,,,,,3078,,,,2503,1412,
2019-08-01 00:00:00,,,,,,,4339,,,,3635,1957,
2019-08-02 00:00:00,,,,,,,3987,,,,3292,1815,
2019-08-03 00:00:00,,,,,,,2356,,,,1967,999,
2019-08-04 00:00:00,,,,,,,1799,,,,1973,873,
2019-08-05 00:00:00,,,,,,,3727,,,,3127,1570,
2019-08-06 00:00:00,,,,,,,3710,,,,3214,1621,
2019-08-07 00:00:00,,,,,,,2538,,,,1829,999,
2019-08-08 00:00:00,,,,,,,2027,,,,1986,972,
2019-08-09 00:00:00,,,,,,,3621,,,,3238,1634,
2019-08-10 00:00:00,,,,,,,1437,,,,1509,695,
2019-08-11 00:00:00,,,,,,,1542,,,,1987,821,
2019-08-12 00:00:00,,,,,,,1535,,,,1332,744,
2019-08-13 00:00:00,,,,,,,3206,,,,2683,1396,
2019-08-14 00:00:00,,,,,,,3535,,,,2889,1540,
2019-08-15 00:00:00,,,,,,,1150,,,,1224,517,
2019-08-16 00:00:00,,,,,,,3183,,,,2784,1344,
2019-08-17 00:00:00,,,,,,,2148,,,,2075,1043,
2019-08-18 00:00:00,,,,,,,1566,,,,1945,733,
2019-08-19 00:00:00,,,,,,,2479,,,,2117,1073,
2019-08-20 00:00:00,,,,,,,1736,,,,1415,732,
2019-08-21 00:00:00,,,,,,,3076,,,,2595,1225,
2019-08-22 00:00:00,,,,,,,3450,,,,2949,1467,
2019-08-23 00:00:00,,,,,,,3388,,,,2896,1369,
2019-08-24 00:00:00,,,,,,,2974,,,,2744,1381,
2019-08-25 00:00:00,,,,,,,1505,,,,1747,705,
2019-08-26 00:00:00,,,,,,,3488,,,,3163,1468,
2019-08-27 00:00:00,,,,,,,3596,,,,3307,1536,
2019-08-28 00:00:00,,,,,,,3675,,,,3204,1561,
2019-08-29 00:00:00,,,,,,,2844,,,,2417,1155,
2019-08-30 00:00:00,,,,,,,3639,,,,3193,1576,
2019-08-31 00:00:00,,,,,,,2851,,,,2548,1363,
2019-09-01 00:00:00,,,,,,,1417,,,,1604,773,
2019-09-02 00:00:00,,,,,,,2933,,,,2574,1402,
2019-09-03 00:00:00,,,,,,,3790,,,,3130,1613,
2019-09-04 00:00:00,,,,,,,3865,,,,3270,1713,
2019-09-05 00:00:00,,,,,,,2779,,,,2298,1107,
2019-09-06 00:00:00,,,,,,,2861,,,,2230,1225,
2019-09-07 00:00:00,,,,,,,1728,,,,1261,720,
2019-09-08 00:00:00,,,,,,,732,,,,704,320,
2019-09-09 00:00:00,,,,,,,2130,,,,1754,1021,
2019-09-10 00:00:00,,,,,,,3674,,,,2960,1750,
2019-09-11 00:00:00,,,,,,,3869,,,,3144,1933,
2019-09-12 00:00:00,,,,,,,4102,,,,3240,1890,
2019-09-13 00:00:00,,,,,,,4114,,,,3325,2026,
2019-09-14 00:00:00,,,,,,,2679,,,,2577,1344,
2019-09-15 00:00:00,,,,,,,1633,,,,1913,1113,
2019-09-16 00:00:00,,,,,,,4082,,,,3263,1933,
2019-09-17 00:00:00,,,,,,,3887,,,,2922,2032,
2019-09-18 00:00:00,,,,,,,3979,,,,3111,1808,
2019-09-19 00:00:00,,,,,,,3908,,,,3284,1858,
2019-09-20 00:00:00,,,,,,,4246,,,,3195,2028,
2019-09-21 00:00:00,,,,,,,2566,,,,2416,1299,
2019-09-22 00:00:00,,,,,,,1318,,,,1600,736,
2019-09-23 00:00:00,,,,,,,1829,,,,1422,833,
2019-09-24 00:00:00,,,,,,,3486,,,,2752,1732,
2019-09-25 00:00:00,,,,,,,3310,,,,2557,1563,
2019-09-26 00:00:00,,,,,,,3280,,,,2590,1612,
2019-09-27 00:00:00,,,,,,,3557,,,,2661,1658,
2019-09-28 00:00:00,,,,,,,2411,,,,2316,1346,
2019-09-29 00:00:00,,,,,,,1596,,,,2514,1065,
2019-09-30 00:00:00,,,,,,,3457,,,,2815,1663,
2019-10-01 00:00:00,,,,,,,3810,,,,3129,1995,
2019-10-02 00:00:00,,,,,,,2431,,,,1856,1198,
2019-10-03 00:00:00,,,,,,,1064,,,,1490,662,
2019-10-04 00:00:00,,,,,,,2527,,,,2036,1309,
2019-10-05 00:00:00,,,,,,,1162,,,,1153,624,
2019-10-06 00:00:00,,,,,,,717,,,,972,457,
2019-10-07 00:00:00,,,,,,,2415,,,,1725,1146,
2019-10-08 00:00:00,,,,,,,3020,,,,2405,1589,
2019-10-09 00:00:00,,,,,,,1837,,,,1471,874,
2019-10-10 00:00:00,,,,,,,2979,,,,2081,1405,
2019-10-11 00:00:00,,,,,,,3543,,,,2691,1664,
2019-10-12 00:00:00,,,,,,,2473,,,,2178,1381,
2019-10-13 00:00:00,,,,,,,1650,,,,1690,876,
2019-10-14 00:00:00,,,,969,,,4157,,,,2881,1835,
2019-10-15 00:00:00,,,,1653,,,4111,,,,3076,1857,
2019-10-16 00:00:00,,,,1962,,,3708,,,,2795,1822,
2019-10-17 00:00:00,,,,1832,,,3877,,,,2918,1821,
2019-10-18 00:00:00,,,,1848,,,3759,,,,2655,1675,
2019-10-19 00:00:00,,,,968,,,1902,,,,1544,991,
2019-10-20 00:00:00,,,,802,,,1263,,,,1748,696,
2019-10-21 00:00:00,,,557,1682,0,,3551,,,,2435,1710,
2019-10-22 00:00:00,,,1364,1801,1791,,3718,,,,2891,1945,
2019-10-23 00:00:00,,,1227,1758,3137,,3506,,1574,,2524,1707,
2019-10-24 00:00:00,,,1214,1702,3218,,3701,,1523,,2616,1788,
2019-10-25 00:00:00,,,929,2013,3283,,3760,,1552,,2817,1789,
2019-10-26 00:00:00,,0,636,1363,2502,,2627,,1164,,2250,1461,
2019-10-27 00:00:00,,0,620,979,1751,,1463,,1084,,1927,945,
2019-10-28 00:00:00,,686,763,935,1783,,2042,,824,,1690,1007,
2019-10-29 00:00:00,,1322,726,915,1746,0,1942,,863,,1651,1023,
2019-10-30 00:00:00,,1705,922,1181,2375,284,2578,,1091,,1938,1329,
2019-10-31 00:00:00,,1728,753,1153,2172,546,2655,,1017,,2054,1239,
2019-11-01 00:00:00,,608,189,422,821,208,785,,524,,859,443,
2019-11-02 00:00:00,,1248,310,898,1529,282,1837,,652,,1421,903,
2019-11-03 00:00:00,,543,154,294,652,173,621,,298,,727,378,
2019-11-04 00:00:00,,1940,902,1330,2317,515,2876,,1040,,2037,1386,
2019-11-05 00:00:00,,2043,984,1433,2546,547,2979,,1233,,2169,1575,
2019-11-06 00:00:00,,1946,925,1460,2589,577,2943,,1227,,2054,1687,
2019-11-07 00:00:00,,2079,1023,1471,2861,639,3321,,1334,,2270,1692,
2019-11-08 00:00:00,,1634,662,1313,2338,478,2514,,1104,,1817,1267,
2019-11-09 00:00:00,,1137,321,898,1525,289,1795,,749,,1395,1026,
2019-11-10 00:00:00,,794,170,527,989,182,1030,,757,,867,592,
2019-11-11 00:00:00,,1739,824,1366,2366,535,2549,,1190,,1868,1288,
2019-11-12 00:00:00,,1865,882,1489,2496,512,2707,,1222,,1992,1314,
2019-11-13 00:00:00,,1819,843,1435,2270,553,2537,,1231,,1752,1409,
2019-11-14 00:00:00,,1915,821,1358,2552,587,2802,,1480,,2098,1406,
2019-11-15 00:00:00,,1762,662,1442,2352,482,2649,,1231,,1828,1269,
2019-11-16 00:00:00,,1132,255,896,1378,276,1624,,729,,1231,962,
2019-11-17 00:00:00,,638,145,466,784,191,657,,479,,658,418,
2019-11-18 00:00:00,,1962,908,1442,2606,572,2775,,1217,,1929,1325,
2019-11-19 00:00:00,,1888,875,1504,2674,653,2738,,1311,,2045,1345,
2019-11-20 00:00:00,,1755,817,1234,2239,547,2512,,1199,,1789,1234,
2019-11-21 00:00:00,,1904,797,1465,2524,560,2779,,1244,,2000,1320,
2019-11-22 00:00:00,,1758,628,1428,2273,500,2598,,1249,,1907,1418,
2019-11-23 00:00:00,,1334,307,1022,1538,316,1819,,841,,1431,1091,
2019-11-24 00:00:00,,977,303,594,1036,283,923,,600,,842,459,
2019-11-25 00:00:00,,1781,804,1388,2353,591,2686,,1174,,1970,1305,
2019-11-26 00:00:00,,1972,885,1450,2409,607,2840,,1222,,2003,1404,
2019-11-27 00:00:00,,1889,746,1361,2290,539,2600,,1100,,1797,1313,
2019-11-28 00:00:00,,1948,800,1372,2499,563,2927,,1230,,1993,1462,
2019-11-29 00:00:00,,1437,483,1206,1934,396,2269,,913,,1530,1204,
2019-11-30 00:00:00,,1078,254,846,1420,214,1453,,635,,1211,925,
2019-12-01 00:00:00,,578,171,471,746,147,850,,498,,634,398,
2019-12-02 00:00:00,,1594,737,1287,2412,522,2499,,1122,,1769,1191,
2019-12-03 00:00:00,,1820,851,1354,2448,552,2759,,1296,,1880,1340,
2019-12-04 00:00:00,,1720,772,1276,2358,652,2726,,1195,,1782,1271,
2019-12-05 00:00:00,,1600,688,1269,2359,587,2617,,1149,,1686,1278,
2019-12-06 00:00:00,,1738,566,1342,2257,593,2580,,1125,,1815,1332,
2019-12-07 00:00:00,,951,218,747,1235,778,1438,,704,,1048,866,
2019-12-08 00:00:00,,746,183,552,907,570,899,,537,,771,494,
2019-12-09 00:00:00,,1638,779,1293,2434,1577,2563,,1131,,1762,1250,
2019-12-10 00:00:00,,1742,794,1344,2324,1637,2557,,1217,,1772,1326,
2019-12-11 00:00:00,,1516,665,1210,2207,1578,2452,,1276,,1644,1221,
2019-12-12 00:00:00,,1540,631,1244,2187,1436,2310,,1090,,1519,1192,
2019-12-13 00:00:00,,1249,452,1096,1750,1175,1983,,971,,1301,1047,
2019-12-14 00:00:00,,812,196,761,1149,550,1336,,588,,1008,759,
2019-12-15 00:00:00,,804,198,503,774,499,817,,462,,635,474,
2019-12-16 00:00:00,,1814,758,1294,2494,1644,2797,,1121,,1913,1393,
2019-12-17 00:00:00,,1952,757,1220,2541,1852,2724,,1196,,1793,1390,
2019-12-18 00:00:00,,2023,730,1491,2543,1759,2892,,1181,,2026,1515,
2019-12-19 00:00:00,,1870,677,1380,2623,1741,2893,,1262,,1973,1388,
2019-12-20 00:00:00,,1612,516,1384,2395,1332,2565,,1293,,1759,1365,
2019-12-21 00:00:00,,1059,163,796,1322,521,1524,,663,,1117,941,
2019-12-22 00:00:00,,652,100,442,655,347,686,,413,,562,474,
2019-12-23 00:00:00,,966,182,771,1200,549,1478,,558,,1151,907,
2019-12-24 00:00:00,,642,82,532,655,288,752,,408,,684,476,
2019-12-25 00:00:00,,239,58,183,222,155,199,,142,,307,144,
2019-12-26 00:00:00,,490,100,304,412,276,422,,278,,439,221,
2019-12-27 00:00:00,,555,95,515,731,344,717,,339,,699,437,
2019-12-28 00:00:00,,937,182,569,994,444,1031,,521,,895,687,
2019-12-29 00:00:00,,567,138,299,570,375,464,,338,,492,366,
2019-12-30 00:00:00,,1100,204,730,1286,541,1366,,742,,1137,784,
2019-12-31 00:00:00,,838,175,542,781,317,850,,448,,767,552,
2020-01-01 00:00:00,,478,123,341,511,276,438,,332,,463,269,
2020-01-02 00:00:00,,908,241,695,1161,575,1252,,790,,891,673,
2020-01-03 00:00:00,,1025,340,744,1223,633,1325,,702,,1137,756,
2020-01-04 00:00:00,,718,294,538,855,436,1010,,402,,798,574,
2020-01-05 00:00:00,,586,347,385,594,369,590,,432,,583,362,
2020-01-06 00:00:00,,721,274,472,699,454,733,,617,,592,367,
2020-01-07 00:00:00,,1597,671,1249,2073,1336,2178,,1110,,1495,1150,
2020-01-08 00:00:00,,1758,637,1237,2233,1441,2240,,1267,,1606,1190,
2020-01-09 00:00:00,,2015,794,1455,2520,1639,2604,,1172,,1922,1371,
2020-01-10 00:00:00,,1885,687,1479,2343,1475,2566,,1132,,1804,1294,
2020-01-11 00:00:00,,1121,302,814,1389,728,1486,,700,,1126,816,
2020-01-12 00:00:00,,592,212,407,765,500,732,,632,,656,381,
2020-01-13 00:00:00,,1724,791,1383,2346,1583,2419,,1174,,1776,1229,
2020-01-14 00:00:00,,1916,804,1391,2562,1714,2556,,1214,,1858,1334,
2020-01-15 00:00:00,,2023,837,1414,2501,1582,2659,,1180,,1882,1274,
2020-01-16 00:00:00,,2044,829,1468,2588,1717,2792,,1256,,1933,1348,
2020-01-17 00:00:00,,1896,694,1467,2491,1511,2583,,1182,,1832,1305,
2020-01-18 00:00:00,,856,265,646,1129,729,1161,,555,,947,634,
2020-01-19 00:00:00,,505,169,412,707,455,655,,415,,589,366,
2020-01-20 00:00:00,,1445,673,1107,2078,1363,2073,,956,,1450,1009,
2020-01-21 00:00:00,,1553,695,1241,2153,1413,2250,,1104,,1623,1158,
2020-01-22 00:00:00,,1547,635,1228,2046,1322,2143,,1032,,1499,1086,
2020-01-23 00:00:00,,1392,643,1211,2030,1312,2154,,936,,1534,1098,
2020-01-24 00:00:00,,1544,683,1266,2088,1345,2186,,1027,,1525,1128,
2020-01-25 00:00:00,,1082,354,785,1456,715,1292,,598,,1075,789,
2020-01-26 00:00:00,,708,330,511,791,599,853,,488,,662,409,
2020-01-27 00:00:00,,1782,904,1340,2259,1627,2450,,1122,,1666,1151,
2020-01-28 00:00:00,,1336,667,1105,1745,1175,1756,,880,,1168,975,
2020-01-29 00:00:00,,1487,606,1111,1927,1242,1976,,900,,1303,1005,
2020-01-30 00:00:00,,1779,753,1326,2265,1523,2459,,1099,,1683,1210,
2020-01-31 00:00:00,,1709,566,1393,2233,1345,2290,,1103,,1680,1190,
2020-02-01 00:00:00,,1350,379,892,1459,907,1607,,676,,1182,821,
2020-02-02 00:00:00,,378,105,273,546,333,492,,294,,472,239,
2020-02-03 00:00:00,,767,325,631,1002,698,1099,,505,,830,470,
2020-02-04 00:00:00,,1123,458,951,1482,1004,1586,,778,,1195,861,
2020-02-05 00:00:00,,1512,560,1144,1923,1327,2088,,997,,1481,1133,
2020-02-06 00:00:00,,1710,669,1264,2185,1394,2308,,1139,,1633,1194,
2020-02-07 00:00:00,,1693,524,1266,2191,1325,2218,,978,,1662,1244,
2020-02-08 00:00:00,,1227,361,834,1255,740,1453,,675,,1195,838,
2020-02-09 00:00:00,,910,327,581,779,564,798,,545,,761,512,
2020-02-10 00:00:00,,489,168,405,749,449,757,,337,,632,393,
2020-02-11 00:00:00,,1357,396,972,1521,1041,1674,,782,,1161,884,
2020-02-12 00:00:00,,1554,506,1166,2038,1245,2009,,975,,1430,1034,
2020-02-13 00:00:00,,1540,503,1146,2028,1200,2148,,976,,1521,1076,
2020-02-14 00:00:00,,1424,477,1246,1931,1180,2113,,940,,1427,1053,
2020-02-15 00:00:00,,1419,523,899,1704,1023,1580,,743,,1376,858,
2020-02-16 00:00:00,,1141,476,685,1127,685,944,,622,,889,550,
2020-02-17 00:00:00,,1600,543,1236,2102,1290,2194,,1019,,1560,1010,
2020-02-18 00:00:00,,1795,711,1454,2431,1506,2308,,1167,,1774,1319,
2020-02-19 00:00:00,,1775,459,1246,1928,1259,2027,,984,,1462,1066,
2020-02-20 00:00:00,,2050,590,1355,2283,1422,2453,,1164,,1749,1298,
2020-02-21 00:00:00,,1828,575,1441,2254,1343,2434,,1085,,1754,1302,
2020-02-22 00:00:00,,1698,419,974,1652,881,1582,,793,,1386,1001,
2020-02-23 00:00:00,,607,151,395,611,401,601,,368,,584,323,
2020-02-24 00:00:00,,1163,383,931,1429,877,1481,,707,,1234,775,
2020-02-25 00:00:00,,1261,413,834,1597,860,1563,,778,,1420,785,
2020-02-26 00:00:00,,1397,372,866,1556,955,1680,,796,,1270,875,
2020-02-27 00:00:00,,1131,321,759,1364,853,1401,,631,,1178,692,
2020-02-28 00:00:00,,1426,342,943,1506,878,1574,,721,,1347,861,
2020-02-29 00:00:00,,1303,262,794,1206,724,1337,,638,,1197,804,
2020-03-01 00:00:00,,1092,301,789,1091,627,1085,,738,,1015,691,
2020-03-02 00:00:00,,1826,511,1447,2283,1394,2345,,1065,,1795,1207,
2020-03-03 00:00:00,,1516,419,1123,1708,1116,1922,,848,,1409,1017,
2020-03-04 00:00:00,,2073,505,1217,2138,1363,2227,,1061,,1813,1190,
2020-03-05 00:00:00,,1405,338,1052,1677,1060,1792,,814,,1268,941,
2020-03-06 00:00:00,,1384,366,1135,1722,1038,1945,,882,,1393,1006,
2020-03-07 00:00:00,,1598,250,753,1176,526,1346,,563,,1097,756,
2020-03-08 00:00:00,,1351,371,735,1104,614,982,,729,,979,527,
2020-03-09 00:00:00,,1673,430,1134,2006,1198,2015,,931,,1569,1084,
2020-03-10 00:00:00,,1194,350,978,1422,933,1536,,769,,1149,856,
2020-03-11 00:00:00,,2018,544,1342,2370,1438,2363,,1175,,1889,1315,
2020-03-12 00:00:00,,2155,555,1524,2554,1561,2809,,1279,,2132,1315,
2020-03-13 00:00:00,,1907,521,1493,2270,1346,2481,,1157,,1964,1211,
2020-03-14 00:00:00,,1547,323,968,1437,717,1595,,689,,1353,796,
2020-03-15 00:00:00,,1718,526,855,1212,757,1120,,829,,1230,493,
2020-03-16 00:00:00,,2349,621,1360,2656,1453,2626,,1172,,2454,1492,
2020-03-17 00:00:00,,1682,456,1088,2091,1169,2098,,970,,1832,1159,
2020-03-18 00:00:00,,2269,697,1259,2117,1229,2171,,1182,,1994,1210,
2020-03-19 00:00:00,,2170,669,1172,1990,1271,2237,,1178,,2042,1055,
2020-03-20 00:00:00,,2004,632,1330,1971,1122,2073,,1089,,1951,1126,
2020-03-21 00:00:00,,274,54,215,336,163,397,,136,,342,190,
2020-03-22 00:00:00,,565,179,290,386,287,364,,268,,501,296,
2020-03-23 00:00:00,,1096,227,688,1208,662,1295,,608,,1172,930,
2020-03-24 00:00:00,,1085,267,682,1130,675,1279,,599,,1163,750,
2020-03-25 00:00:00,,1133,260,657,1197,687,1329,,570,,1139,758,
2020-03-26 00:00:00,,1083,278,682,1185,663,1400,,594,,1249,855,
2020-03-27 00:00:00,,1858,505,994,1499,933,1600,,830,,1525,892,
2020-03-28 00:00:00,,2160,701,1057,1315,773,1366,,869,,1501,810,
2020-03-29 00:00:00,,486,144,274,358,260,409,,265,,430,226,
2020-03-30 00:00:00,,1094,272,681,1189,732,1350,,587,,1197,693,
2020-03-31 00:00:00,,1258,308,780,1298,801,1419,,657,,1356,1021,
2020-04-01 00:00:00,,1604,431,932,1420,807,1607,,830,,1540,998,
2020-04-02 00:00:00,,1836,544,1047,1541,967,1786,,881,,1795,1149,
2020-04-03 00:00:00,,1770,459,1091,1525,926,1707,,867,,1716,1013,
2020-04-04 00:00:00,,1845,590,986,1264,743,1374,,726,,1696,737,
2020-04-05 00:00:00,,2397,909,994,1262,948,1026,,1055,,1527,570,
2020-04-06 00:00:00,,2394,708,1300,1903,1208,2024,,1140,,2161,1106,
2020-04-07 00:00:00,,2485,762,1428,1989,1345,2178,,1230,,2252,1214,
2020-04-08 00:00:00,,2696,746,1372,2066,1306,2183,,1245,,2341,1250,
2020-04-09 00:00:00,,2695,793,1548,2268,1296,2440,,1230,,2435,1514,
