datum,zaehlstelle,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar,min-temp,max-temp
2016-01-01,Arnulf,118.0,9.0,127.0,1.1,5.2,0.0,93,0.0,,,
2016-01-02,Arnulf,244.0,16.0,260.0,0.3,1.3,8.0,99,0.0,,,
2016-01-03,Arnulf,130.0,17.0,147.0,-2.0,1.5,2.8,98,0.0,,,
2016-01-04,Arnulf,427.0,34.0,461.0,-3.2,6.4,1.3,89,1.9,,,
2016-01-05,Arnulf,521.0,39.0,560.0,1.5,6.5,0.5,83,1.4,,,
2016-01-06,Arnulf,251.0,17.0,268.0,1.8,6.6,2.6,95,0.6,,,
2016-01-07,Arnulf,686.0,49.0,735.0,2.0,6.6,2.7,79,3.1,,,
2016-01-08,Arnulf,730.0,52.0,782.0,3.6,7.4,8.8,63,3.5,,,
2016-01-09,Arnulf,253.0,10.0,263.0,4.5,7.7,2.3,99,0.0,,,
2016-01-10,Arnulf,235.0,19.0,254.0,3.3,7.3,8.4,90,0.3,,,
2016-01-11,Arnulf,627.0,38.0,665.0,4.5,7.4,0.9,91,0.0,,,
2016-01-12,Arnulf,629.0,49.0,678.0,1.7,6.1,3.7,75,0.8,,,
2016-01-13,Arnulf,588.0,40.0,628.0,1.4,3.9,0.2,90,0.0,,,
2016-01-14,Arnulf,819.0,55.0,874.0,-0.5,4.4,0.3,56,6.2,,,
2016-01-15,Arnulf,466.0,35.0,501.0,-1.2,2.2,4.3,91,0.4,,,
2016-01-16,Arnulf,163.0,11.0,174.0,-1.8,0.2,2.0,98,0.2,,,
2016-01-17,Arnulf,56.0,13.0,69.0,-4.3,-0.8,2.4,96,1.5,,,
2016-01-18,Arnulf,269.0,30.0,299.0,-7.0,-2.7,0.0,69,7.0,,,
2016-01-19,Arnulf,305.0,34.0,339.0,-7.8,-1.5,0.0,98,0.0,,,
2016-01-20,Arnulf,318.0,49.0,367.0,-4.5,1.1,0.1,75,8.5,,,
2016-01-21,Arnulf,397.0,39.0,436.0,-6.3,0.7,0.0,68,0.7,,,
2016-01-22,Arnulf,378.0,40.0,418.0,-8.1,-4.0,1.5,48,5.2,,,
2016-01-23,Arnulf,154.0,10.0,164.0,-7.9,4.6,1.3,85,0.0,,,
2016-01-24,Arnulf,166.0,9.0,175.0,-1.9,6.3,0.5,74,0.3,,,
2016-01-25,Arnulf,711.0,44.0,755.0,2.9,12.7,0.0,54,4.6,,,
2016-01-26,Arnulf,874.0,55.0,929.0,1.3,15.4,0.0,25,5.9,,,
2016-01-27,Arnulf,941.0,65.0,1006.0,3.4,14.9,0.0,75,2.6,,,
2016-01-28,Arnulf,821.0,51.0,872.0,6.4,13.0,4.1,95,0.0,,,
2016-01-29,Arnulf,761.0,56.0,817.0,5.2,11.1,0.0,59,3.6,,,
2016-01-30,Arnulf,499.0,21.0,520.0,1.4,12.4,13.1,40,6.7,,,
2016-01-31,Arnulf,132.0,8.0,140.0,0.6,9.9,20.7,98,0.0,,,
2016-02-01,Arnulf,743.0,55.0,798.0,8.0,14.2,0.0,91,0.9,,,
2016-02-02,Arnulf,979.0,61.0,1040.0,7.7,12.5,0.3,74,5.0,,,
2016-02-03,Arnulf,455.0,42.0,497.0,0.7,9.9,9.3,93,0.0,,,
2016-02-04,Arnulf,565.0,51.0,616.0,0.9,3.8,6.9,96,0.3,,,
2016-02-05,Arnulf,570.0,46.0,616.0,2.1,7.6,0.3,81,0.8,,,
2016-02-06,Arnulf,490.0,21.0,511.0,0.1,15.4,0.0,18,8.5,,,
2016-02-07,Arnulf,307.0,22.0,329.0,3.3,14.9,0.2,66,1.0,,,
2016-02-08,Arnulf,770.0,54.0,824.0,3.3,13.7,2.5,74,3.3,,,
2016-02-09,Arnulf,662.0,53.0,715.0,5.5,11.9,0.3,91,0.6,,,
2016-02-10,Arnulf,587.0,50.0,637.0,1.2,5.5,0.6,96,0.4,,,
2016-02-11,Arnulf,662.0,59.0,721.0,-0.8,6.9,0.0,70,2.9,,,
2016-02-12,Arnulf,673.0,48.0,721.0,-1.4,7.1,0.9,80,6.2,,,
2016-02-13,Arnulf,349.0,19.0,368.0,2.2,8.0,1.9,94,0.4,,,
2016-02-14,Arnulf,291.0,15.0,306.0,2.1,10.0,3.3,79,1.0,,,
2016-02-15,Arnulf,851.0,62.0,913.0,2.1,7.0,0.0,93,1.7,,,
2016-02-16,Arnulf,769.0,64.0,833.0,1.2,3.2,0.0,100,0.1,,,
2016-02-17,Arnulf,679.0,55.0,734.0,0.6,3.0,0.4,99,0.0,,,
2016-02-18,Arnulf,786.0,66.0,852.0,-0.4,5.0,0.0,89,0.0,,,
2016-02-19,Arnulf,702.0,43.0,745.0,1.0,4.4,0.0,100,0.0,,,
2016-02-20,Arnulf,216.0,16.0,232.0,0.4,8.9,9.6,80,0.8,,,
2016-02-21,Arnulf,267.0,24.0,291.0,6.4,14.6,0.0,75,0.9,,,
2016-02-22,Arnulf,1099.0,83.0,1182.0,9.0,18.1,0.0,40,7.0,,,
2016-02-23,Arnulf,675.0,47.0,722.0,0.7,11.3,4.3,94,0.1,,,
2016-02-24,Arnulf,762.0,65.0,827.0,0.8,5.7,5.9,81,2.6,,,
2016-02-25,Arnulf,428.0,33.0,461.0,-0.3,1.7,4.4,96,0.0,,,
2016-02-26,Arnulf,743.0,48.0,791.0,-1.7,4.4,0.0,41,9.5,,,
2016-02-27,Arnulf,374.0,21.0,395.0,-2.6,7.3,0.0,48,6.4,,,
2016-02-28,Arnulf,280.0,16.0,296.0,-0.1,6.6,0.0,81,0.0,,,
2016-02-29,Arnulf,522.0,51.0,573.0,-1.2,4.6,24.2,100,0.0,,,
2016-03-01,Arnulf,269.0,32.0,301.0,-1.5,1.9,3.3,90,0.0,,,
2016-03-02,Arnulf,544.0,45.0,589.0,1.2,8.8,6.8,90,0.9,,,
2016-03-03,Arnulf,650.0,57.0,707.0,1.0,5.1,0.0,88,0.1,,,
2016-03-04,Arnulf,796.0,56.0,852.0,0.4,7.9,0.0,69,6.9,,,
2016-03-05,Arnulf,344.0,17.0,361.0,0.5,8.2,6.7,94,0.5,,,
2016-03-06,Arnulf,294.0,24.0,318.0,0.2,5.5,0.0,65,3.7,,,
2016-03-07,Arnulf,845.0,58.0,903.0,-0.3,4.8,0.0,91,3.0,,,
2016-03-08,Arnulf,719.0,54.0,773.0,-1.2,5.6,0.4,84,2.8,,,
2016-03-09,Arnulf,839.0,65.0,904.0,-2.7,5.8,0.0,29,4.5,,,
2016-03-10,Arnulf,856.0,51.0,907.0,-1.7,8.6,0.0,58,4.9,,,
2016-03-11,Arnulf,820.0,68.0,888.0,-1.4,8.6,0.0,63,3.7,,,
2016-03-12,Arnulf,367.0,15.0,382.0,3.1,6.2,0.0,99,0.0,,,
2016-03-13,Arnulf,305.0,24.0,329.0,2.0,6.1,0.0,98,0.0,,,
2016-03-14,Arnulf,878.0,62.0,940.0,-0.3,7.8,0.0,58,5.1,,,
2016-03-15,Arnulf,635.0,55.0,690.0,-1.3,1.1,5.2,85,0.0,,,
2016-03-16,Arnulf,739.0,44.0,783.0,-0.9,6.7,0.0,53,7.1,,,
2016-03-17,Arnulf,986.0,65.0,1051.0,-1.8,12.2,0.0,0,11.2,,,
2016-03-18,Arnulf,966.0,68.0,1034.0,-0.3,13.5,0.0,0,11.4,,,
2016-03-19,Arnulf,634.0,31.0,665.0,1.0,12.4,0.0,13,11.0,,,
2016-03-20,Arnulf,418.0,44.0,462.0,1.9,10.2,0.0,63,5.1,,,
2016-03-21,Arnulf,909.0,66.0,975.0,2.3,9.5,0.0,94,1.9,,,
2016-03-22,Arnulf,968.0,55.0,1023.0,4.0,9.2,0.0,96,2.1,,,
2016-03-23,Arnulf,795.0,56.0,851.0,3.6,7.7,0.1,96,0.0,,,
2016-03-24,Arnulf,810.0,52.0,862.0,3.2,7.8,0.0,94,0.4,,,
2016-03-25,Arnulf,149.0,20.0,169.0,4.2,7.7,14.5,98,0.0,,,
2016-03-26,Arnulf,491.0,16.0,507.0,3.8,12.6,0.0,60,5.6,,,
2016-03-27,Arnulf,287.0,23.0,310.0,1.2,14.8,3.3,56,6.4,,,
2016-03-28,Arnulf,426.0,15.0,441.0,5.0,15.1,0.1,55,7.5,,,
2016-03-29,Arnulf,819.0,54.0,873.0,6.8,14.8,0.9,70,6.2,,,
2016-03-30,Arnulf,867.0,57.0,924.0,8.3,16.4,1.9,91,1.6,,,
2016-03-31,Arnulf,1306.0,75.0,1381.0,7.6,23.7,0.0,54,7.3,,,
2016-04-01,Arnulf,952.0,69.0,1021.0,7.1,13.4,0.0,95,0.2,,,
2016-04-02,Arnulf,729.0,41.0,770.0,6.5,16.8,0.0,50,5.5,,,
2016-04-03,Arnulf,911.0,43.0,954.0,6.1,23.7,0.0,40,9.6,,,
2016-04-04,Arnulf,1606.0,79.0,1685.0,11.8,21.7,0.0,49,9.1,,,
2016-04-05,Arnulf,1708.0,86.0,1794.0,8.5,20.7,0.1,55,6.4,,,
2016-04-06,Arnulf,1006.0,68.0,1074.0,8.9,14.4,1.1,68,3.4,,,
2016-04-07,Arnulf,1089.0,86.0,1175.0,6.3,12.3,2.1,80,0.0,,,
2016-04-08,Arnulf,804.0,51.0,855.0,4.4,8.0,0.7,94,0.0,,,
2016-04-09,Arnulf,437.0,31.0,468.0,5.0,10.4,1.8,98,0.0,,,
2016-04-10,Arnulf,620.0,36.0,656.0,5.4,13.8,0.0,69,2.5,,,
2016-04-11,Arnulf,1533.0,79.0,1612.0,3.6,17.3,0.7,16,10.6,,,
2016-04-12,Arnulf,1096.0,58.0,1154.0,6.1,17.7,5.8,53,7.3,,,
2016-04-13,Arnulf,1239.0,75.0,1314.0,8.1,18.5,4.6,68,6.9,,,
2016-04-14,Arnulf,1096.0,62.0,1158.0,7.4,13.7,1.1,76,3.4,,,
2016-04-15,Arnulf,951.0,59.0,1010.0,6.8,13.2,1.2,90,0.0,,,
2016-04-16,Arnulf,617.0,33.0,650.0,8.0,17.7,0.0,79,5.5,,,
2016-04-17,Arnulf,196.0,11.0,207.0,6.5,11.7,20.3,81,0.0,,,
2016-04-18,Arnulf,796.0,59.0,855.0,5.9,11.1,0.2,100,0.4,,,
2016-04-19,Arnulf,1447.0,80.0,1527.0,6.0,13.4,0.0,84,4.4,,,
2016-04-20,Arnulf,1593.0,68.0,1661.0,6.5,15.5,0.0,25,12.1,,,
2016-04-21,Arnulf,1761.0,94.0,1855.0,3.2,19.5,0.0,4,13.1,,,
2016-04-22,Arnulf,1504.0,83.0,1587.0,5.0,19.9,0.0,45,10.6,,,
2016-04-23,Arnulf,477.0,24.0,501.0,2.5,14.9,11.2,93,0.2,,,
2016-04-24,Arnulf,292.0,14.0,306.0,1.1,7.2,0.6,85,1.7,,,
2016-04-25,Arnulf,737.0,52.0,789.0,0.0,7.3,1.2,88,4.7,,,
2016-04-26,Arnulf,735.0,48.0,783.0,0.4,8.7,9.0,94,0.0,,,
2016-04-27,Arnulf,743.0,35.0,778.0,0.6,7.7,0.5,69,6.0,,,
2016-04-28,Arnulf,1117.0,69.0,1186.0,0.7,11.2,0.0,63,8.1,,,
2016-04-29,Arnulf,1275.0,84.0,1359.0,0.3,16.4,0.0,6,12.7,,,
2016-04-30,Arnulf,993.0,41.0,1034.0,2.9,19.8,0.0,28,12.5,,,
2016-05-01,Arnulf,329.0,31.0,360.0,8.1,12.7,4.5,96,0.0,,,
2016-05-02,Arnulf,1331.0,74.0,1405.0,5.2,16.8,0.0,38,7.7,,,
2016-05-03,Arnulf,1146.0,75.0,1221.0,7.1,17.5,4.9,71,4.8,,,
2016-05-04,Arnulf,1424.0,82.0,1506.0,5.6,14.0,0.0,60,7.5,,,
2016-05-05,Arnulf,1041.0,43.0,1084.0,3.0,16.5,0.0,20,12.5,,,
2016-05-06,Arnulf,1640.0,64.0,1704.0,5.4,22.6,0.0,0,14.0,,,
2016-05-07,Arnulf,1198.0,43.0,1241.0,7.5,23.7,0.0,0,14.2,,,
2016-05-08,Arnulf,1036.0,37.0,1073.0,8.4,23.2,0.0,0,14.1,,,
2016-05-09,Arnulf,1887.0,83.0,1970.0,8.5,24.3,0.0,25,13.0,,,
2016-05-10,Arnulf,1649.0,74.0,1723.0,10.9,19.7,0.3,66,1.5,,,
2016-05-11,Arnulf,1631.0,64.0,1695.0,10.5,22.1,0.0,60,5.0,,,
2016-05-12,Arnulf,1026.0,72.0,1098.0,10.1,15.2,4.4,84,0.7,,,
2016-05-13,Arnulf,644.0,53.0,697.0,9.3,15.2,20.2,96,0.2,,,
2016-05-14,Arnulf,386.0,12.0,398.0,6.5,16.6,6.7,89,2.7,,,
2016-05-15,Arnulf,353.0,20.0,373.0,5.8,10.9,0.0,91,2.7,,,
2016-05-16,Arnulf,229.0,31.0,260.0,5.6,10.3,6.1,94,0.4,,,
2016-05-17,Arnulf,999.0,70.0,1069.0,5.4,13.7,0.5,73,4.0,,,
2016-05-18,Arnulf,1544.0,64.0,1608.0,6.6,19.9,1.7,43,12.1,,,
2016-05-19,Arnulf,607.0,47.0,654.0,9.1,12.6,6.1,98,0.0,,,
2016-05-20,Arnulf,1246.0,71.0,1317.0,9.1,18.6,0.0,66,4.6,,,
2016-05-21,Arnulf,1202.0,43.0,1245.0,8.4,23.8,0.0,24,12.9,,,
2016-05-22,Arnulf,1274.0,51.0,1325.0,9.7,28.7,0.0,20,12.7,,,
2016-05-23,Arnulf,835.0,69.0,904.0,7.0,15.6,30.4,98,0.4,,,
2016-05-24,Arnulf,449.0,30.0,479.0,7.0,10.9,6.9,99,0.0,,,
2016-05-25,Arnulf,1312.0,72.0,1384.0,8.8,18.6,0.0,83,4.3,,,
2016-05-26,Arnulf,1169.0,36.0,1205.0,11.6,24.2,0.0,51,8.9,,,
2016-05-27,Arnulf,1512.0,52.0,1564.0,13.7,25.9,2.0,54,9.2,,,
2016-05-28,Arnulf,994.0,40.0,1034.0,13.8,24.9,0.0,60,7.3,,,
2016-05-29,Arnulf,802.0,30.0,832.0,13.5,25.4,14.1,79,5.8,,,
2016-05-30,Arnulf,984.0,60.0,1044.0,13.0,21.0,3.6,94,3.8,,,
2016-05-31,Arnulf,1187.0,70.0,1257.0,11.8,17.6,7.0,90,0.8,,,
2016-06-01,Arnulf,1055.0,61.0,1116.0,12.5,19.6,0.2,98,1.3,,,
2016-06-02,Arnulf,966.0,77.0,1043.0,13.2,17.0,2.9,96,0.0,,,
2016-06-03,Arnulf,1152.0,81.0,1233.0,12.6,20.5,11.2,88,5.3,,,
2016-06-04,Arnulf,689.0,49.0,738.0,12.8,21.0,6.5,98,2.3,,,
2016-06-05,Arnulf,457.0,24.0,481.0,12.8,21.2,5.2,84,1.8,,,
2016-06-06,Arnulf,1910.0,98.0,2008.0,11.7,25.7,0.0,14,13.9,,,
2016-06-07,Arnulf,2285.0,112.0,2397.0,12.6,26.2,0.0,1,14.2,,,
2016-06-08,Arnulf,1205.0,81.0,1286.0,13.5,20.0,6.3,88,0.2,,,
2016-06-09,Arnulf,1047.0,61.0,1108.0,11.8,17.6,10.7,75,2.6,,,
2016-06-10,Arnulf,1906.0,81.0,1987.0,10.6,22.4,0.0,20,12.5,,,
2016-06-11,Arnulf,449.0,26.0,475.0,13.2,18.0,8.1,96,0.5,,,
2016-06-12,Arnulf,542.0,30.0,572.0,12.7,21.1,0.2,90,3.2,,,
2016-06-13,Arnulf,1292.0,68.0,1360.0,12.7,20.8,2.2,91,2.6,,,
2016-06-14,Arnulf,1330.0,82.0,1412.0,11.7,20.3,7.4,89,2.9,,,
2016-06-15,Arnulf,1510.0,82.0,1592.0,12.0,21.1,1.3,79,5.3,,,
2016-06-16,Arnulf,1394.0,68.0,1462.0,12.2,24.0,9.4,86,5.1,,,
2016-06-17,Arnulf,1147.0,54.0,1201.0,9.8,20.9,0.1,50,7.3,,,
2016-06-18,Arnulf,912.0,44.0,956.0,12.1,21.3,3.4,75,6.1,,,
2016-06-19,Arnulf,283.0,26.0,309.0,12.2,16.3,4.8,96,0.2,,,
2016-06-20,Arnulf,1716.0,72.0,1788.0,11.7,22.3,0.0,65,8.3,,,
2016-06-21,Arnulf,1776.0,78.0,1854.0,15.0,22.6,0.0,91,1.7,,,
2016-06-22,Arnulf,2195.0,107.0,2302.0,16.6,27.8,0.0,41,11.6,,,
2016-06-23,Arnulf,2371.0,94.0,2465.0,16.0,31.1,0.0,0,15.4,,,
2016-06-24,Arnulf,2023.0,88.0,2111.0,15.5,31.9,0.0,6,15.2,,,
2016-06-25,Arnulf,1011.0,30.0,1041.0,16.9,29.1,5.9,59,10.0,,,
2016-06-26,Arnulf,551.0,29.0,580.0,13.3,17.5,5.4,98,0.0,,,
2016-06-27,Arnulf,1766.0,83.0,1849.0,13.1,22.2,0.0,71,7.6,,,
2016-06-28,Arnulf,2139.0,91.0,2230.0,15.7,25.5,0.0,68,9.6,,,
2016-06-29,Arnulf,2022.0,87.0,2109.0,17.9,25.5,4.8,59,4.4,,,
2016-06-30,Arnulf,1331.0,71.0,1402.0,16.5,24.1,8.0,78,1.9,,,
2016-07-01,Arnulf,1937.0,96.0,2033.0,15.3,27.9,0.0,39,11.1,,,
2016-07-02,Arnulf,796.0,27.0,823.0,13.4,24.1,3.2,90,2.1,,,
2016-07-03,Arnulf,831.0,60.0,891.0,12.2,21.2,0.0,79,7.1,,,
2016-07-04,Arnulf,1971.0,93.0,2064.0,15.0,23.8,0.0,61,6.8,,,
2016-07-05,Arnulf,2138.0,97.0,2235.0,13.4,26.9,0.0,36,10.7,,,
2016-07-06,Arnulf,2025.0,101.0,2126.0,16.0,22.2,0.0,80,6.9,,,
2016-07-07,Arnulf,2521.0,96.0,2617.0,12.9,25.3,0.0,19,14.3,,,
2016-07-08,Arnulf,1970.0,103.0,2073.0,12.4,29.4,0.0,35,12.4,,,
2016-07-09,Arnulf,1455.0,52.0,1507.0,17.3,28.0,0.0,64,8.7,,,
2016-07-10,Arnulf,1146.0,62.0,1208.0,15.1,33.2,0.0,13,14.3,,,
2016-07-11,Arnulf,1756.0,80.0,1836.0,21.5,33.2,16.9,45,11.0,,,
2016-07-12,Arnulf,874.0,60.0,934.0,15.9,21.9,27.4,96,0.1,,,
2016-07-13,Arnulf,843.0,59.0,902.0,10.7,18.7,23.9,96,0.5,,,
2016-07-14,Arnulf,940.0,60.0,1000.0,10.6,17.1,4.9,90,2.3,,,
2016-07-15,Arnulf,1440.0,88.0,1528.0,9.6,18.9,0.0,75,3.4,,,
2016-07-16,Arnulf,1135.0,44.0,1179.0,11.2,21.3,0.0,76,5.6,,,
2016-07-17,Arnulf,855.0,48.0,903.0,13.9,24.8,1.8,80,3.5,,,
2016-07-18,Arnulf,2037.0,97.0,2134.0,17.0,27.9,0.0,40,12.0,,,
2016-07-19,Arnulf,2293.0,112.0,2405.0,15.7,29.3,0.0,10,14.5,,,
2016-07-20,Arnulf,2317.0,90.0,2407.0,15.6,31.0,0.0,0,14.6,,,
2016-07-21,Arnulf,1440.0,80.0,1520.0,15.8,28.0,13.5,43,5.9,,,
2016-07-22,Arnulf,1686.0,98.0,1784.0,16.6,27.2,0.5,59,7.2,,,
2016-07-23,Arnulf,843.0,32.0,875.0,16.9,26.4,7.7,86,3.0,,,
2016-07-24,Arnulf,1066.0,53.0,1119.0,17.2,28.0,0.0,51,10.9,,,
2016-07-25,Arnulf,1533.0,93.0,1626.0,18.5,26.7,10.4,81,3.3,,,
2016-07-26,Arnulf,1537.0,81.0,1618.0,16.1,25.9,1.3,65,5.8,,,
2016-07-27,Arnulf,1626.0,77.0,1703.0,15.7,26.2,2.0,66,4.3,,,
2016-07-28,Arnulf,2024.0,90.0,2114.0,15.9,25.3,0.0,74,4.8,,,
2016-07-29,Arnulf,1974.0,106.0,2080.0,17.2,26.7,0.0,60,5.9,,,
2016-07-30,Arnulf,1318.0,59.0,1377.0,16.7,30.6,0.1,29,12.1,,,
2016-07-31,Arnulf,511.0,39.0,550.0,17.0,22.1,2.8,81,0.6,,,
2016-08-01,Arnulf,1940.0,117.0,2057.0,14.2,23.5,0.0,48,9.2,,,
2016-08-02,Arnulf,1731.0,105.0,1836.0,14.8,23.7,0.5,83,1.1,,,
2016-08-03,Arnulf,2112.0,94.0,2206.0,15.7,28.7,0.0,58,10.7,,,
2016-08-04,Arnulf,2272.0,110.0,2382.0,15.5,31.1,19.7,28,10.9,,,
2016-08-05,Arnulf,446.0,35.0,481.0,12.5,15.6,20.4,98,0.0,,,
2016-08-06,Arnulf,1039.0,26.0,1065.0,12.5,21.8,0.6,81,5.7,,,
2016-08-07,Arnulf,796.0,35.0,831.0,12.0,24.9,0.0,13,11.3,,,
2016-08-08,Arnulf,2073.0,96.0,2169.0,13.2,28.3,6.7,13,13.2,,,
2016-08-09,Arnulf,753.0,55.0,808.0,12.9,18.9,5.0,98,0.0,,,
2016-08-10,Arnulf,986.0,60.0,1046.0,10.8,15.7,7.1,96,0.5,,,
2016-08-11,Arnulf,1536.0,84.0,1620.0,10.0,18.7,2.5,75,7.0,,,
2016-08-12,Arnulf,708.0,71.0,779.0,11.5,16.7,2.6,99,0.0,,,
2016-08-13,Arnulf,1299.0,69.0,1368.0,12.5,26.7,0.0,6,13.7,,,
2016-08-14,Arnulf,1001.0,63.0,1064.0,15.1,28.1,0.0,11,11.2,,,
2016-08-15,Arnulf,999.0,50.0,1049.0,15.6,26.7,0.0,36,9.4,,,
2016-08-16,Arnulf,1842.0,102.0,1944.0,14.1,27.7,0.0,21,11.6,,,
2016-08-17,Arnulf,1827.0,92.0,1919.0,14.7,24.7,0.1,63,8.1,,,
2016-08-18,Arnulf,1348.0,85.0,1433.0,15.7,23.8,8.4,81,2.9,,,
2016-08-19,Arnulf,1210.0,64.0,1274.0,14.4,24.7,1.2,75,5.4,,,
2016-08-20,Arnulf,862.0,39.0,901.0,16.1,27.4,9.0,84,4.8,,,
2016-08-21,Arnulf,628.0,46.0,674.0,13.7,21.3,0.1,79,3.3,,,
2016-08-22,Arnulf,1554.0,90.0,1644.0,13.3,22.2,0.0,64,8.8,,,
2016-08-23,Arnulf,1857.0,83.0,1940.0,11.9,26.0,0.0,4,13.3,,,
2016-08-24,Arnulf,1850.0,89.0,1939.0,14.1,27.1,0.0,0,13.4,,,
2016-08-25,Arnulf,1942.0,100.0,2042.0,14.3,28.2,0.0,1,13.3,,,
2016-08-26,Arnulf,1652.0,93.0,1745.0,13.6,31.4,0.0,0,13.1,,,
2016-08-27,Arnulf,1096.0,52.0,1148.0,16.4,31.1,0.0,1,13.0,,,
2016-08-28,Arnulf,991.0,67.0,1058.0,17.0,31.8,0.0,16,10.5,,,
2016-08-29,Arnulf,962.0,62.0,1024.0,17.4,23.1,20.4,89,2.1,,,
2016-08-30,Arnulf,1703.0,94.0,1797.0,14.9,24.4,0.0,43,6.7,,,
2016-08-31,Arnulf,1955.0,102.0,2057.0,13.5,25.6,1.1,3,12.4,,,
2016-09-01,Arnulf,1363.0,75.0,1438.0,16.1,25.9,5.7,64,3.9,,,
2016-09-02,Arnulf,1695.0,100.0,1795.0,11.0,26.0,0.0,60,10.6,,,
2016-09-03,Arnulf,1195.0,45.0,1240.0,11.1,25.1,0.0,88,7.6,,,
2016-09-04,Arnulf,859.0,53.0,912.0,9.7,25.5,2.5,73,4.9,,,
2016-09-05,Arnulf,1047.0,84.0,1131.0,12.9,19.3,0.1,83,4.8,,,
2016-09-06,Arnulf,1402.0,93.0,1495.0,14.0,21.9,0.0,85,4.6,,,
2016-09-07,Arnulf,1797.0,83.0,1880.0,13.3,24.8,0.0,25,8.8,,,
2016-09-08,Arnulf,1829.0,106.0,1935.0,13.7,28.5,0.0,6,11.9,,,
2016-09-09,Arnulf,1768.0,128.0,1896.0,16.2,28.3,0.0,16,9.2,,,
2016-09-10,Arnulf,1159.0,57.0,1216.0,14.6,28.1,0.0,10,11.3,,,
2016-09-11,Arnulf,1061.0,62.0,1123.0,16.1,28.1,0.0,3,10.1,,,
2016-09-12,Arnulf,1921.0,118.0,2039.0,15.0,29.4,0.0,3,11.5,,,
2016-09-13,Arnulf,2004.0,126.0,2130.0,14.3,29.0,0.0,0,11.6,,,
2016-09-14,Arnulf,2154.0,114.0,2268.0,14.5,27.7,0.0,1,11.4,,,
2016-09-15,Arnulf,2082.0,106.0,2188.0,15.0,28.7,0.0,20,7.8,,,
2016-09-16,Arnulf,1460.0,87.0,1547.0,13.6,22.8,21.0,71,3.9,,,
2016-09-17,Arnulf,238.0,14.0,252.0,12.2,14.3,30.0,98,0.0,,,
2016-09-18,Arnulf,272.0,35.0,307.0,12.8,14.4,12.6,96,0.0,,,
2016-09-19,Arnulf,612.0,72.0,684.0,11.3,13.1,15.8,96,0.0,,,
2016-09-20,Arnulf,1241.0,93.0,1334.0,8.4,15.7,0.0,90,1.1,,,
2016-09-21,Arnulf,1535.0,86.0,1621.0,6.6,16.4,0.0,56,2.6,,,
2016-09-22,Arnulf,1661.0,99.0,1760.0,5.9,19.6,0.0,23,10.7,,,
2016-09-23,Arnulf,1602.0,102.0,1704.0,7.2,19.8,0.0,49,7.2,,,
2016-09-24,Arnulf,1043.0,51.0,1094.0,8.0,20.7,0.0,4,10.6,,,
2016-09-25,Arnulf,895.0,60.0,955.0,7.6,22.0,0.0,1,11.3,,,
2016-09-26,Arnulf,1768.0,128.0,1896.0,9.2,22.6,0.0,5,10.2,,,
2016-09-27,Arnulf,1761.0,103.0,1864.0,9.2,19.0,0.0,29,4.5,,,
2016-09-28,Arnulf,1770.0,114.0,1884.0,9.3,21.6,0.0,30,7.9,,,
2016-09-29,Arnulf,1842.0,123.0,1965.0,12.4,24.7,0.0,18,10.6,,,
2016-09-30,Arnulf,1821.0,124.0,1945.0,11.6,24.9,0.0,1,11.1,,,
2016-10-01,Arnulf,971.0,74.0,1045.0,9.7,22.9,0.6,53,7.3,,,
2016-10-02,Arnulf,281.0,42.0,323.0,9.8,14.1,3.1,90,0.0,,,
2016-10-03,Arnulf,488.0,38.0,526.0,8.9,14.9,0.9,90,1.9,,,
2016-10-04,Arnulf,990.0,82.0,1072.0,6.8,10.5,3.7,90,0.0,,,
2016-10-05,Arnulf,1323.0,85.0,1408.0,4.2,11.4,1.7,60,8.4,,,
2016-10-06,Arnulf,813.0,61.0,874.0,5.2,9.0,2.1,98,0.0,,,
2016-10-07,Arnulf,837.0,66.0,903.0,7.3,10.4,1.2,98,0.0,,,
2016-10-08,Arnulf,473.0,32.0,505.0,6.1,9.8,0.7,96,0.0,,,
2016-10-09,Arnulf,496.0,26.0,522.0,2.7,12.1,0.0,53,8.0,,,
2016-10-10,Arnulf,1168.0,87.0,1255.0,2.3,11.0,0.6,79,2.0,,,
2016-10-11,Arnulf,1129.0,78.0,1207.0,4.1,9.9,0.3,95,1.0,,,
2016-10-12,Arnulf,1160.0,86.0,1246.0,3.2,10.2,0.0,65,2.9,,,
2016-10-13,Arnulf,1229.0,85.0,1314.0,1.9,10.7,0.0,69,4.6,,,
2016-10-14,Arnulf,1159.0,90.0,1249.0,5.2,17.8,0.0,85,0.2,,,
2016-10-15,Arnulf,791.0,29.0,820.0,10.2,18.6,0.0,81,6.0,,,
2016-10-16,Arnulf,845.0,40.0,885.0,7.8,19.4,0.0,23,8.8,,,
2016-10-17,Arnulf,1345.0,69.0,1414.0,7.2,15.8,9.8,93,1.2,,,
2016-10-18,Arnulf,647.0,50.0,697.0,9.8,12.7,8.3,98,0.1,,,
2016-10-19,Arnulf,991.0,70.0,1061.0,7.2,10.8,1.7,96,0.2,,,
2016-10-20,Arnulf,1130.0,75.0,1205.0,6.3,12.1,1.5,68,2.9,,,
2016-10-21,Arnulf,777.0,62.0,839.0,5.7,7.4,0.5,84,0.0,,,
