datum,zaehlstelle,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar,min-temp,max-temp
2022-01-15,Margareten,996.0,964.0,1960.0,-3.5,-0.1,0.0,69,0.2,,,
2022-01-16,Margareten,740.0,729.0,1469.0,-1.8,5.1,0.1,69,7.1,,,
2022-01-17,Margareten,1303.0,1287.0,2590.0,1.4,5.6,0.2,98,0.9,,,
2022-01-18,Margareten,1452.0,1438.0,2890.0,-0.5,4.2,0.0,79,0.2,,,
2022-01-19,Margareten,1557.0,1557.0,3114.0,-2.5,7.1,0.9,44,6.4,,,
2022-01-20,Margareten,1033.0,998.0,2031.0,-1.5,3.2,3.0,88,0.4,,,
2022-01-21,Margareten,910.0,834.0,1744.0,-2.2,1.1,0.8,85,3.3,,,
2022-01-22,Margareten,429.0,410.0,839.0,-0.8,1.3,2.6,98,0.0,,,
2022-01-23,Margareten,439.0,391.0,830.0,-1.4,4.0,0.0,79,0.6,,,
2022-01-24,Margareten,1221.0,1128.0,2349.0,-2.3,3.1,0.0,56,3.3,,,
2022-01-25,Margareten,1375.0,1262.0,2637.0,-2.0,4.3,0.0,76,5.5,,,
2022-01-26,Margareten,1401.0,1243.0,2644.0,-2.6,4.3,0.0,63,8.5,,,
2022-01-27,Margareten,1352.0,1353.0,2705.0,-2.1,7.6,1.4,90,8.6,,,
2022-01-28,Margareten,973.0,937.0,1910.0,0.7,3.5,1.9,95,0.0,,,
2022-01-29,Margareten,866.0,783.0,1649.0,0.7,7.2,0.0,95,1.4,,,
2022-01-30,Margareten,510.0,515.0,1025.0,1.9,7.7,0.3,73,5.5,,,
2022-01-31,Margareten,1009.0,967.0,1976.0,1.0,4.2,4.1,96,0.3,,,
2022-02-01,Margareten,952.0,916.0,1868.0,0.1,3.3,3.0,98,0.0,,,
2022-02-02,Margareten,972.0,983.0,1955.0,2.9,6.4,3.6,91,0.8,,,
2022-02-03,Margareten,1249.0,1247.0,2496.0,2.6,9.7,0.0,98,2.6,,,
2022-02-04,Margareten,1338.0,1291.0,2629.0,1.8,7.7,0.8,74,3.0,,,
2022-02-05,Margareten,1065.0,1065.0,2130.0,0.7,6.9,0.0,41,7.9,,,
2022-02-06,Margareten,496.0,479.0,975.0,1.4,7.4,6.7,96,2.8,,,
2022-02-07,Margareten,1045.0,993.0,2038.0,0.5,6.0,0.0,85,0.3,,,
2022-02-08,Margareten,1437.0,1372.0,2809.0,-0.3,9.2,0.0,61,3.3,,,
2022-02-09,Margareten,1701.0,1606.0,3307.0,0.8,11.8,0.0,23,9.7,,,
2022-02-10,Margareten,1659.0,1601.0,3260.0,1.2,13.3,3.1,48,7.7,,,
2022-02-11,Margareten,1161.0,1102.0,2263.0,-0.1,6.4,1.8,75,2.2,,,
2022-02-12,Margareten,1174.0,1151.0,2325.0,-3.0,6.3,0.0,26,9.6,,,
2022-02-13,Margareten,950.0,954.0,1904.0,-1.7,11.7,0.0,29,9.9,,,
2022-02-14,Margareten,1617.0,1563.0,3180.0,1.4,14.7,0.4,63,4.9,,,
2022-02-15,Margareten,1216.0,1217.0,2433.0,2.5,6.5,0.8,88,0.0,,,
2022-02-16,Margareten,1324.0,1283.0,2607.0,1.8,11.4,0.8,98,0.7,,,
2022-02-17,Margareten,1045.0,1014.0,2059.0,7.2,12.6,5.6,81,1.8,,,
2022-02-18,Margareten,1471.0,1495.0,2966.0,6.4,15.5,0.2,98,0.0,,,
2022-02-19,Margareten,1171.0,1180.0,2351.0,3.3,8.2,0.0,68,5.4,,,
2022-02-20,Margareten,723.0,737.0,1460.0,2.5,10.4,0.0,91,3.5,,,
2022-02-21,Margareten,1140.0,1128.0,2268.0,1.0,10.4,1.7,91,2.8,,,
2022-02-22,Margareten,1285.0,1259.0,2544.0,1.8,7.7,1.4,88,4.5,,,
2022-02-23,Margareten,1604.0,1592.0,3196.0,1.6,10.9,0.0,54,8.7,,,
2022-02-24,Margareten,1721.0,1790.0,3511.0,-0.1,14.3,1.2,85,8.1,,,
2022-02-25,Margareten,1358.0,1320.0,2678.0,0.9,5.5,0.2,75,4.1,,,
2022-02-26,Margareten,970.0,1018.0,1988.0,-1.1,4.4,0.0,80,4.2,,,
2022-02-27,Margareten,691.0,732.0,1423.0,-2.1,6.1,0.0,14,9.5,,,
2022-02-28,Margareten,1353.0,1336.0,2689.0,-3.3,6.3,0.0,0,10.6,,,
2022-03-01,Margareten,1368.0,1430.0,2798.0,-4.0,7.4,0.0,16,10.7,,,
2022-03-02,Margareten,1376.0,1408.0,2784.0,-3.8,5.8,0.0,71,4.1,,,
2022-03-03,Margareten,1546.0,1561.0,3107.0,-3.8,9.2,0.0,14,10.1,,,
2022-03-04,Margareten,1424.0,1474.0,2898.0,-3.7,6.3,0.0,8,10.8,,,
2022-03-05,Margareten,970.0,1035.0,2005.0,-4.5,5.0,0.0,36,7.0,,,
2022-03-06,Margareten,777.0,801.0,1578.0,-3.5,4.8,0.0,65,8.2,,,
2022-03-07,Margareten,1416.0,1507.0,2923.0,-3.1,1.6,0.0,64,3.2,,,
2022-03-08,Margareten,1570.0,1665.0,3235.0,-4.3,7.4,0.0,25,10.3,,,
2022-03-09,Margareten,1735.0,1810.0,3545.0,-3.9,11.9,0.0,15,11.3,,,
2022-03-10,Margareten,1856.0,1914.0,3770.0,-2.6,12.3,0.0,0,11.3,,,
2022-03-11,Margareten,1716.0,1852.0,3568.0,-2.4,10.1,0.0,13,11.0,,,
2022-03-12,Margareten,1573.0,1617.0,3190.0,-2.2,12.9,0.0,66,10.5,,,
2022-03-13,Margareten,1321.0,1283.0,2604.0,-2.0,15.3,0.0,0,11.4,,,
2022-03-14,Margareten,2171.0,2245.0,4416.0,1.6,15.1,0.0,73,10.0,,,
2022-03-15,Margareten,1922.0,1887.0,3809.0,3.9,11.9,3.3,96,0.2,,,
2022-03-16,Margareten,1938.0,2004.0,3942.0,4.6,10.3,0.0,81,1.6,,,
2022-03-17,Margareten,2078.0,2052.0,4130.0,3.3,9.2,0.0,79,0.0,,,
2022-03-18,Margareten,2092.0,2132.0,4224.0,4.2,11.8,0.0,100,7.9,,,
2022-03-19,Margareten,1744.0,1765.0,3509.0,1.0,10.3,0.0,29,9.9,,,
2022-03-20,Margareten,1510.0,1453.0,2963.0,0.3,14.5,0.0,31,11.5,,,
2022-03-21,Margareten,2325.0,2341.0,4666.0,-1.0,14.4,0.0,33,11.0,,,
2022-03-22,Margareten,2455.0,2521.0,4976.0,-0.6,16.3,0.0,0,12.0,,,
2022-03-23,Margareten,2576.0,2562.0,5138.0,0.8,18.6,0.0,0,12.0,,,
2022-03-24,Margareten,2675.0,2624.0,5299.0,2.3,19.4,0.0,0,12.0,,,
2022-03-25,Margareten,2521.0,2547.0,5068.0,2.8,18.5,0.0,0,11.8,,,
2022-03-26,Margareten,2231.0,2209.0,4440.0,3.0,18.2,0.0,0,11.7,,,
2022-03-27,Margareten,1750.0,1679.0,3429.0,1.8,19.2,0.0,0,11.9,,,
2022-03-28,Margareten,2787.0,2693.0,5480.0,3.8,20.4,0.0,13,11.8,,,
2022-03-29,Margareten,2577.0,2622.0,5199.0,8.5,17.4,0.0,96,3.7,,,
2022-03-30,Margareten,2070.0,2020.0,4090.0,7.5,11.9,0.7,96,0.0,,,
2022-03-31,Margareten,1966.0,1944.0,3910.0,6.0,10.4,12.0,98,0.1,,,
2022-04-01,Margareten,1192.0,1197.0,2389.0,0.2,6.3,10.0,94,0.0,,,
2022-04-02,Margareten,659.0,646.0,1305.0,-1.5,0.3,7.4,94,0.0,,,
2022-04-03,Margareten,464.0,429.0,893.0,-1.7,2.3,0.1,89,2.7,,,
2022-04-04,Margareten,1849.0,1850.0,3699.0,-3.1,7.4,0.9,40,11.2,,,
2022-04-05,Margareten,1421.0,1374.0,2795.0,2.9,9.6,2.6,96,0.0,,,
2022-04-06,Margareten,2402.0,2380.0,4782.0,7.5,17.1,0.0,81,7.4,,,
2022-04-07,Margareten,2033.0,1931.0,3964.0,8.5,15.6,6.7,88,5.6,,,
2022-04-08,Margareten,1397.0,1406.0,2803.0,6.1,15.0,6.4,91,0.6,,,
2022-04-09,Margareten,1280.0,1230.0,2510.0,1.2,13.2,0.0,83,6.2,,,
2022-04-10,Margareten,781.0,754.0,1535.0,1.7,8.3,0.1,85,5.3,,,
2022-04-11,Margareten,2143.0,2168.0,4311.0,0.2,14.7,0.0,80,12.0,,,
2022-04-12,Margareten,2536.0,2537.0,5073.0,2.9,19.7,0.0,96,11.6,,,
2022-04-13,Margareten,2534.0,2550.0,5084.0,5.1,21.3,0.0,90,11.6,,,
2022-04-14,Margareten,2524.0,2440.0,4964.0,8.5,22.7,3.9,75,12.6,,,
2022-04-15,Margareten,1150.0,1140.0,2290.0,8.1,19.2,0.0,76,6.4,,,
2022-04-16,Margareten,1218.0,1254.0,2472.0,3.1,11.2,0.0,50,4.1,,,
2022-04-17,Margareten,872.0,872.0,1744.0,0.4,11.8,0.0,35,13.4,,,
2022-04-18,Margareten,1143.0,1070.0,2213.0,0.7,14.2,0.0,63,13.5,,,
2022-04-19,Margareten,1942.0,1895.0,3837.0,3.7,15.3,0.0,78,6.0,,,
2022-04-20,Margareten,2365.0,2327.0,4692.0,1.3,13.6,0.0,6,13.5,,,
2022-04-21,Margareten,2316.0,2336.0,4652.0,3.2,16.0,0.0,23,11.1,,,
2022-04-22,Margareten,2252.0,2192.0,4444.0,4.6,16.1,0.0,83,9.4,,,
2022-04-23,Margareten,1647.0,1643.0,3290.0,6.6,14.4,0.1,94,1.5,,,
2022-04-24,Margareten,1012.0,911.0,1923.0,7.7,13.0,3.9,99,1.1,,,
2022-04-25,Margareten,2137.0,2097.0,4234.0,7.8,16.1,2.4,83,3.8,,,
2022-04-26,Margareten,1809.0,1778.0,3587.0,5.6,11.6,9.3,90,1.4,,,
2022-04-27,Margareten,2586.0,2484.0,5070.0,5.0,14.1,0.0,60,6.1,,,
2022-04-28,Margareten,3052.0,3044.0,6096.0,3.5,17.1,0.0,5,12.9,,,
2022-04-29,Margareten,2933.0,2947.0,5880.0,3.4,18.8,0.0,64,11.1,,,
2022-04-30,Margareten,1830.0,1747.0,3577.0,6.8,13.2,0.3,99,1.3,,,
2022-05-01,Margareten,1014.0,971.0,1985.0,5.6,12.7,0.7,83,0.8,,,
2022-05-02,Margareten,2762.0,2770.0,5532.0,4.3,17.8,0.0,85,8.0,,,
2022-05-03,Margareten,2753.0,2727.0,5480.0,7.8,20.1,4.1,75,7.1,,,
2022-05-04,Margareten,2265.0,2200.0,4465.0,9.8,19.6,6.6,99,5.1,,,
2022-05-05,Margareten,2612.0,2469.0,5081.0,8.3,19.4,7.2,88,7.5,,,
2022-05-06,Margareten,1841.0,1884.0,3725.0,10.3,13.2,1.9,96,0.0,,,
2022-05-07,Margareten,1381.0,1388.0,2769.0,11.2,15.9,3.7,99,0.5,,,
2022-05-08,Margareten,1314.0,1202.0,2516.0,10.3,17.4,0.0,99,0.4,,,
2022-05-09,Margareten,3203.0,3113.0,6316.0,8.6,21.8,0.0,30,12.1,,,
2022-05-10,Margareten,3643.0,3565.0,7208.0,9.3,24.4,0.0,48,12.0,,,
2022-05-11,Margareten,3695.0,3653.0,7348.0,14.6,27.4,0.0,59,14.1,,,
2022-05-12,Margareten,3522.0,3518.0,7040.0,15.6,26.9,2.3,65,10.6,,,
2022-05-13,Margareten,2170.0,2134.0,4304.0,12.4,19.7,43.1,73,4.7,,,
2022-05-14,Margareten,2712.0,2611.0,5323.0,11.2,23.1,0.0,53,12.1,,,
2022-05-15,Margareten,2531.0,2350.0,4881.0,9.3,24.9,0.0,44,14.4,,,
2022-05-16,Margareten,2468.0,2389.0,4857.0,12.6,24.0,10.4,96,6.1,,,
2022-05-17,Margareten,3482.0,3382.0,6864.0,13.1,23.1,0.0,75,10.4,,,
2022-05-18,Margareten,3810.0,3692.0,7502.0,11.3,24.9,0.0,31,14.8,,,
2022-05-19,Margareten,3685.0,3534.0,7219.0,10.5,29.5,0.1,68,12.4,,,
2022-05-20,Margareten,3463.0,3380.0,6843.0,17.2,31.9,0.6,75,13.1,,,
2022-05-21,Margareten,2714.0,2682.0,5396.0,13.6,23.4,0.0,61,14.1,,,
2022-05-22,Margareten,2208.0,2058.0,4266.0,11.6,24.4,0.0,68,12.3,,,
2022-05-23,Margareten,2609.0,2556.0,5165.0,13.2,26.6,25.1,84,5.5,,,
2022-05-24,Margareten,1621.0,1602.0,3223.0,12.6,15.4,10.5,98,0.0,,,
2022-05-25,Margareten,2073.0,2040.0,4113.0,12.3,18.6,3.6,80,4.9,,,
2022-05-26,Margareten,2088.0,1947.0,4035.0,10.9,21.3,0.0,41,11.1,,,
2022-05-27,Margareten,2701.0,2626.0,5327.0,12.1,22.6,0.4,69,8.5,,,
2022-05-28,Margareten,2148.0,2176.0,4324.0,7.6,16.5,0.0,60,10.7,,,
2022-05-29,Margareten,878.0,784.0,1662.0,5.7,14.8,1.2,73,4.2,,,
2022-05-30,Margareten,2777.0,2751.0,5528.0,4.4,17.6,0.0,55,10.3,,,
2022-05-31,Margareten,2755.0,2694.0,5449.0,8.2,22.8,0.3,66,7.9,,,
2022-06-01,Margareten,2719.0,2716.0,5435.0,11.9,23.2,0.9,69,7.4,,,
2022-06-02,Margareten,2912.0,2918.0,5830.0,12.0,22.6,0.3,73,6.9,,,
2022-06-03,Margareten,2376.0,2285.0,4661.0,12.5,27.4,14.1,68,8.1,,,
2022-06-04,Margareten,2137.0,2037.0,4174.0,13.2,26.2,0.0,53,11.6,,,
2022-06-05,Margareten,931.0,854.0,1785.0,14.5,22.7,11.3,99,3.2,,,
2022-06-06,Margareten,1516.0,1514.0,3030.0,12.5,25.0,5.3,68,9.5,,,
2022-06-07,Margareten,1372.0,1380.0,2752.0,13.5,18.3,7.2,94,1.5,,,
2022-06-08,Margareten,2493.0,2426.0,4919.0,12.8,23.7,7.2,79,9.3,,,
2022-06-09,Margareten,1661.0,1594.0,3255.0,12.0,17.3,9.4,99,1.8,,,
2022-06-10,Margareten,2225.0,2218.0,4443.0,11.2,21.4,0.0,54,10.6,,,
2022-06-11,Margareten,2117.0,2159.0,4276.0,11.2,25.0,0.0,6,14.4,,,
2022-06-12,Margareten,1831.0,1646.0,3477.0,14.8,28.5,10.1,3,15.4,,,
2022-06-13,Margareten,2178.0,2087.0,4265.0,13.4,22.9,0.0,73,9.4,,,
2022-06-14,Margareten,2806.0,2796.0,5602.0,11.0,23.9,0.0,31,15.0,,,
2022-06-15,Margareten,2754.0,2744.0,5498.0,13.4,28.8,0.0,31,14.3,,,
2022-06-16,Margareten,1450.0,1355.0,2805.0,17.2,28.7,0.1,44,11.8,,,
2022-06-17,Margareten,2365.0,2306.0,4671.0,13.8,26.3,0.0,70,14.9,,,
2022-06-18,Margareten,2032.0,2005.0,4037.0,14.5,31.9,0.0,21,14.5,,,
2022-06-19,Margareten,1696.0,1651.0,3347.0,19.4,35.1,0.2,31,14.8,,,
2022-06-20,Margareten,2826.0,2647.0,5473.0,17.3,30.7,0.0,58,10.7,,,
2022-06-21,Margareten,3091.0,3072.0,6163.0,14.2,25.9,1.7,81,7.7,,,
2022-06-22,Margareten,2379.0,2317.0,4696.0,16.6,23.1,0.0,98,0.9,,,
2022-06-23,Margareten,3143.0,2977.0,6120.0,18.0,28.9,1.9,54,13.3,,,
2022-06-24,Margareten,1963.0,1923.0,3886.0,14.4,25.5,17.6,96,3.0,,,
2022-06-25,Margareten,2393.0,2378.0,4771.0,14.4,25.4,0.0,53,10.2,,,
2022-06-26,Margareten,1993.0,1846.0,3839.0,17.4,29.1,0.0,28,13.7,,,
2022-06-27,Margareten,2748.0,2725.0,5473.0,16.6,30.1,16.9,53,11.6,,,
2022-06-28,Margareten,2498.0,2409.0,4907.0,16.2,21.8,1.7,93,2.3,,,
2022-06-29,Margareten,2525.0,2512.0,5037.0,16.8,25.3,0.0,81,5.2,,,
2022-06-30,Margareten,2922.0,2881.0,5803.0,16.2,29.2,0.2,36,10.9,,,
2022-07-01,Margareten,1724.0,1654.0,3378.0,11.5,18.9,3.1,76,1.8,,,
2022-07-02,Margareten,2273.0,2293.0,4566.0,10.3,24.6,0.0,0,15.7,,,
2022-07-03,Margareten,1942.0,1725.0,3667.0,14.4,30.8,0.4,25,15.2,,,
2022-07-04,Margareten,2219.0,2112.0,4331.0,17.2,27.2,12.5,93,5.8,,,
2022-07-05,Margareten,3084.0,3003.0,6087.0,16.2,26.6,0.0,45,11.3,,,
2022-07-06,Margareten,3108.0,3102.0,6210.0,15.0,25.5,0.0,41,13.7,,,
2022-07-07,Margareten,2108.0,2001.0,4109.0,14.1,19.3,4.3,99,0.3,,,
2022-07-08,Margareten,2528.0,2512.0,5040.0,12.3,19.5,0.0,56,9.4,,,
2022-07-09,Margareten,2018.0,1931.0,3949.0,12.8,24.2,0.7,93,5.1,,,
2022-07-10,Margareten,1578.0,1445.0,3023.0,11.9,20.6,0.0,56,9.0,,,
2022-07-11,Margareten,2739.0,2682.0,5421.0,12.4,22.0,0.0,95,4.3,,,
2022-07-12,Margareten,3121.0,3093.0,6214.0,13.0,25.2,0.0,63,12.4,,,
2022-07-13,Margareten,3113.0,3141.0,6254.0,14.5,30.9,0.0,61,11.8,,,
2022-07-14,Margareten,2928.0,2883.0,5811.0,19.9,33.8,0.3,75,12.7,,,
2022-07-15,Margareten,2799.0,2811.0,5610.0,16.7,26.3,0.0,53,12.1,,,
2022-07-16,Margareten,2293.0,2341.0,4634.0,15.1,26.5,0.0,18,15.0,,,
2022-07-17,Margareten,2001.0,1750.0,3751.0,12.5,28.0,0.0,11,15.1,,,
2022-07-18,Margareten,3007.0,2950.0,5957.0,13.6,30.8,0.0,50,14.7,,,
2022-07-19,Margareten,3126.0,3065.0,6191.0,15.3,33.3,0.0,0,15.0,,,
2022-07-20,Margareten,2965.0,2943.0,5908.0,16.6,36.8,0.8,58,12.0,,,
2022-07-21,Margareten,2654.0,2551.0,5205.0,19.1,24.6,0.7,69,2.8,,,
2022-07-22,Margareten,2792.0,2737.0,5529.0,15.9,32.0,3.3,24,14.3,,,
2022-07-23,Margareten,1944.0,1892.0,3836.0,17.6,26.6,0.1,94,3.6,,,
2022-07-24,Margareten,1845.0,1682.0,3527.0,17.9,30.9,0.0,31,12.8,,,
2022-07-25,Margareten,2801.0,2785.0,5586.0,17.9,35.5,22.5,24,14.0,,,
2022-07-26,Margareten,2372.0,2305.0,4677.0,17.4,23.9,2.7,90,2.5,,,
2022-07-27,Margareten,2978.0,2922.0,5900.0,16.1,25.3,0.0,75,6.4,,,
2022-07-28,Margareten,3018.0,2961.0,5979.0,15.0,27.8,0.0,35,13.3,,,
2022-07-29,Margareten,2575.0,2461.0,5036.0,16.5,27.7,3.2,90,6.7,,,
2022-07-30,Margareten,2070.0,1926.0,3996.0,16.4,25.7,0.4,68,8.6,,,
2022-07-31,Margareten,1769.0,1624.0,3393.0,16.3,28.1,0.0,81,7.1,,,
2022-08-01,Margareten,2500.0,2443.0,4943.0,16.7,29.0,3.9,81,7.9,,,
2022-08-02,Margareten,2841.0,2669.0,5510.0,16.2,28.7,0.0,78,12.0,,,
2022-08-03,Margareten,2868.0,2760.0,5628.0,15.2,32.5,0.0,9,14.6,,,
2022-08-04,Margareten,2677.0,2493.0,5170.0,17.0,34.6,0.0,0,14.5,,,
2022-08-05,Margareten,2390.0,2237.0,4627.0,17.7,31.6,25.0,69,9.7,,,
2022-08-06,Margareten,1352.0,1291.0,2643.0,14.3,20.2,0.5,100,0.6,,,
2022-08-07,Margareten,1499.0,1451.0,2950.0,15.2,23.8,0.0,93,8.3,,,
2022-08-08,Margareten,2445.0,2343.0,4788.0,13.6,25.8,0.0,31,13.2,,,
2022-08-09,Margareten,2605.0,2503.0,5108.0,13.1,26.4,0.0,0,14.2,,,
2022-08-10,Margareten,2607.0,2474.0,5081.0,14.6,26.5,0.0,3,14.1,,,
2022-08-11,Margareten,2461.0,2280.0,4741.0,14.4,27.4,0.0,31,13.5,,,
2022-08-12,Margareten,2178.0,2081.0,4259.0,12.8,25.7,0.0,16,13.1,,,
2022-08-13,Margareten,1610.0,1644.0,3254.0,12.1,26.1,0.0,74,11.4,,,
2022-08-14,Margareten,1431.0,1335.0,2766.0,12.9,30.4,0.1,19,13.3,,,
2022-08-15,Margareten,1430.0,1299.0,2729.0,18.7,28.1,0.0,88,4.9,,,
2022-08-16,Margareten,2391.0,2284.0,4675.0,17.0,29.3,0.0,19,12.5,,,
2022-08-17,Margareten,2359.0,2221.0,4580.0,16.1,31.9,1.9,61,11.6,,,
2022-08-18,Margareten,1915.0,1911.0,3826.0,16.5,26.1,2.4,85,6.4,,,
2022-08-19,Margareten,1184.0,1150.0,2334.0,16.9,22.0,8.1,98,1.6,,,
2022-08-20,Margareten,874.0,822.0,1696.0,16.2,20.7,24.9,96,0.2,,,
2022-08-21,Margareten,1392.0,1380.0,2772.0,14.3,24.7,0.0,19,10.7,,,
2022-08-22,Margareten,2186.0,2077.0,4263.0,12.4,24.6,0.0,16,12.7,,,
2022-08-23,Margareten,2375.0,2231.0,4606.0,11.3,25.8,0.0,0,13.3,,,
2022-08-24,Margareten,2414.0,2294.0,4708.0,11.9,26.2,0.0,5,12.8,,,
2022-08-25,Margareten,2223.0,2168.0,4391.0,14.8,28.4,0.0,53,11.6,,,
2022-08-26,Margareten,1803.0,1842.0,3645.0,16.1,28.7,14.5,83,8.2,,,
2022-08-27,Margareten,1242.0,1184.0,2426.0,16.4,24.6,14.6,94,3.2,,,
2022-08-28,Margareten,657.0,619.0,1276.0,15.2,20.8,10.7,78,1.3,,,
2022-08-29,Margareten,2126.0,2074.0,4200.0,13.6,25.2,0.0,28,10.8,,,
2022-08-30,Margareten,2427.0,2306.0,4733.0,13.5,26.9,0.0,39,12.4,,,
2022-08-31,Margareten,1356.0,1345.0,2701.0,14.5,19.7,3.7,99,0.1,,,
2022-09-01,Margareten,2184.0,2156.0,4340.0,11.7,21.3,0.0,69,7.1,,,
2022-09-02,Margareten,2411.0,2266.0,4677.0,10.0,22.0,0.0,44,12.6,,,
2022-09-03,Margareten,1404.0,1349.0,2753.0,11.0,23.7,5.9,61,5.4,,,
2022-09-04,Margareten,1583.0,1474.0,3057.0,13.7,25.4,0.0,23,10.9,,,
2022-09-05,Margareten,2641.0,2520.0,5161.0,12.4,27.1,0.0,39,11.9,,,
2022-09-06,Margareten,2635.0,2483.0,5118.0,13.9,28.1,0.0,75,7.6,,,
2022-09-07,Margareten,2582.0,2457.0,5039.0,16.9,28.0,0.2,93,8.1,,,
2022-09-08,Margareten,1946.0,1858.0,3804.0,15.2,22.6,2.3,71,4.5,,,
2022-09-09,Margareten,1966.0,1927.0,3893.0,12.5,19.7,1.0,81,1.6,,,
2022-09-10,Margareten,1105.0,1116.0,2221.0,12.4,19.5,12.5,91,3.4,,,
2022-09-11,Margareten,839.0,746.0,1585.0,10.7,18.8,2.6,80,1.7,,,
2022-09-12,Margareten,2637.0,2550.0,5187.0,8.8,22.4,0.0,48,12.4,,,
2022-09-13,Margareten,2908.0,2762.0,5670.0,9.7,26.7,0.1,90,8.8,,,
2022-09-14,Margareten,2155.0,2104.0,4259.0,16.7,26.2,3.4,91,3.7,,,
2022-09-15,Margareten,1946.0,1852.0,3798.0,13.6,21.4,1.6,98,1.7,,,
2022-09-16,Margareten,1654.0,1548.0,3202.0,9.7,14.5,11.4,96,0.0,,,
2022-09-17,Margareten,1162.0,1135.0,2297.0,6.5,11.9,7.9,88,2.7,,,
2022-09-18,Margareten,648.0,596.0,1244.0,6.9,12.0,7.0,95,0.4,,,
2022-09-19,Margareten,2125.0,2048.0,4173.0,6.1,13.5,0.1,88,3.2,,,
2022-09-20,Margareten,2274.0,2140.0,4414.0,6.1,14.2,1.3,91,3.0,,,
2022-09-21,Margareten,2471.0,2412.0,4883.0,3.9,15.4,0.0,5,11.1,,,
2022-09-22,Margareten,2493.0,2417.0,4910.0,3.0,16.5,0.0,1,11.5,,,
2022-09-23,Margareten,2381.0,2421.0,4802.0,2.8,18.9,0.0,61,10.9,,,
2022-09-24,Margareten,1194.0,1135.0,2329.0,9.4,15.2,2.3,100,0.1,,,
2022-09-25,Margareten,823.0,863.0,1686.0,8.7,15.7,3.0,88,0.9,,,
2022-09-26,Margareten,1850.0,1725.0,3575.0,10.4,15.6,3.6,90,4.3,,,
2022-09-27,Margareten,1735.0,1583.0,3318.0,7.1,11.9,11.4,93,2.7,,,
2022-09-28,Margareten,1236.0,1215.0,2451.0,7.3,9.6,10.2,96,0.0,,,
2022-09-29,Margareten,1473.0,1373.0,2846.0,7.0,10.3,3.8,95,0.0,,,
2022-09-30,Margareten,1829.0,1806.0,3635.0,6.9,13.3,0.0,98,2.1,,,
2022-10-01,Margareten,1052.0,964.0,2016.0,8.0,12.7,8.6,93,0.9,,,
2022-10-02,Margareten,540.0,537.0,1077.0,10.6,18.9,29.6,96,0.7,,,
2022-10-03,Margareten,1189.0,1269.0,2458.0,5.2,15.6,0.0,50,5.2,,,
2022-10-04,Margareten,2297.0,2236.0,4533.0,4.0,16.8,0.0,69,9.3,,,
2022-10-05,Margareten,2441.0,2440.0,4881.0,5.9,22.6,0.0,75,9.5,,,
2022-10-06,Margareten,2360.0,2314.0,4674.0,9.6,20.2,0.0,35,9.4,,,
2022-10-07,Margareten,2262.0,2243.0,4505.0,9.3,18.6,0.0,56,4.9,,,
2022-10-08,Margareten,1370.0,1325.0,2695.0,8.0,17.4,2.0,99,1.1,,,
2022-10-09,Margareten,1140.0,1142.0,2282.0,7.1,14.0,0.0,98,0.2,,,
2022-10-10,Margareten,2282.0,2158.0,4440.0,8.8,19.3,0.2,89,2.8,,,
2022-10-11,Margareten,2220.0,2168.0,4388.0,11.4,18.0,0.0,98,1.6,,,
2022-10-12,Margareten,2214.0,2186.0,4400.0,7.8,14.9,0.0,85,0.0,,,
2022-10-13,Margareten,2305.0,2255.0,4560.0,7.5,16.0,8.8,85,1.2,,,
2022-10-14,Margareten,2023.0,2003.0,4026.0,11.3,18.8,14.9,96,4.3,,,
2022-10-15,Margareten,1388.0,1322.0,2710.0,12.4,19.5,1.1,93,2.5,,,
2022-10-16,Margareten,1595.0,1595.0,3190.0,11.7,25.2,0.0,66,7.8,,,
2022-10-17,Margareten,2711.0,2657.0,5368.0,8.9,25.2,0.0,68,9.9,,,
2022-10-18,Margareten,2580.0,2507.0,5087.0,10.3,22.9,0.5,60,6.0,,,
2022-10-19,Margareten,2375.0,2316.0,4691.0,10.4,17.5,0.0,91,0.9,,,
2022-10-20,Margareten,2437.0,2412.0,4849.0,9.3,16.6,0.0,100,2.3,,,
2022-10-21,Margareten,1997.0,1977.0,3974.0,12.1,17.0,7.2,100,0.1,,,
2022-10-22,Margareten,1609.0,1537.0,3146.0,10.6,18.9,0.0,73,4.8,,,
2022-10-23,Margareten,1464.0,1406.0,2870.0,7.7,21.5,6.1,94,7.6,,,
2022-10-24,Margareten,1474.0,1465.0,2939.0,10.7,17.3,8.7,95,0.0,,,
2022-10-25,Margareten,2489.0,2442.0,4931.0,10.2,19.0,0.2,61,8.0,,,
2022-10-26,Margareten,2272.0,2238.0,4510.0,10.6,20.0,0.3,99,1.4,,,
2022-10-27,Margareten,2648.0,2608.0,5256.0,8.3,22.2,0.0,25,9.7,,,
2022-10-28,Margareten,2404.0,2350.0,4754.0,8.9,26.1,0.0,80,7.7,,,
2022-10-29,Margareten,1886.0,1833.0,3719.0,11.2,26.2,0.0,86,6.8,,,
2022-10-30,Margareten,1442.0,1420.0,2862.0,9.2,23.5,0.0,78,8.3,,,
2022-10-31,Margareten,1814.0,1833.0,3647.0,7.9,19.6,0.0,61,6.8,,,
